_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genres_Merged,ltable_Episodes,ltable_Year,ltable_Type,ltable_ProductionHouse_Merged,rtable_Title,rtable_Genres_Merged,rtable_Episodes,rtable_Year,rtable_Type,rtable_ProductionHouse_Merged,gold
7389,255,1300,Hello Kitty no Cinderella (Hello Kitty in Cinderella),FantasyKids,1,1989-1989,Movie,TohoCompany,The iDOLM@STER: Onegai Cinderella,Idols,1,2013,Music Video,A-1Pictures,0
10871,257,1943,Chocchan Monogatari,DramaHistoricalSliceofLife,1,1996-1996,Movie,TriangleStaff,Pattenrai!! ~Minami no Shima no Mizu Monogatari~,HistoricalSliceofLife,1,2009,Movie,MushiPro,0
20749,257,4075,Chocchan Monogatari,DramaHistoricalSliceofLife,1,1996-1996,Movie,TriangleStaff,Tokyo Daigaku Monogatari,ComedyDramaMatureThemesRomanceSchoolLife,2,2004,OVA,,0
3802,267,688,Choujin Locke (Locke the Superman),ActionSci-FiSuperPower,1,1984-1984,Movie,NipponAnimationDiscotek,Transformers: Choujin Master Force,MechaSciFi,47,1988 - 1989,TV,ToeiAnimation,0
9045,283,1642,Gokinjo Monogatari the Movie (Neighborhood Story The Movie),ComedyDramaRomance,1,1996-1996,Movie,Nonefoundaddsome,Detective Conan Movie 16: The Eleventh Striker,,1,2012,Movie,TMSEntertainment,0
29601,283,6249,Gokinjo Monogatari the Movie (Neighborhood Story The Movie),ComedyDramaRomance,1,1996-1996,Movie,Nonefoundaddsome,Detective Conan Movie 11: Jolly Roger in the Deep Azure,DetectivesMysteryPirates,1,2007,Movie,TMSEntertainment,0
26837,291,5691,High School! Kimengumi (Movie),ActionComedyParodyRomanceSchoolShounen,1,1986-1986,Movie,StudioCometTsuchidaProductions,High School! Kimengumi Movie,Comedy,1,1986,Movie,Comedy,1
20132,303,3917,Cinnamon the Movie (Cinnamoroll: The Movie),Kids,1,2007-2007,Movie,Sanrio,Sin: The Movie,ExplicitViolenceFuturisticSciFi,1,1999,Movie,PhoenixEntertainment,0
34244,311,7000,Tondemo Nezumi Daikatsuyaku (The Legend of Manxmouse),Adventure,1,1979-1979,Movie,NipponAnimation,Fist of the North Star: Legend of Toki,,1,2008,OVA,APPP,0
36820,354,1065,Light Lag,Music,1,2011-2011,Music,U/M/A/AInc.,Light Lag,,1,2011,Music Video,,1
36875,355,735,Nihonbashi Koukashita R Keikaku,Music,1,2012-2012,Music,AsahiProductionRisingForce,Nihonbashi Koukashita R Keikaku,Vocaloid,1,2012,Music Video,,1
37227,356,3016,Take Your Way,ActionMusicSeinenSupernatural,1,2013-2013,Music,NAZ,Take Your Way,Vocaloid,1,2013,Music Video,,1
37393,358,915,Follow Me,DramaMusicRomanceSliceofLife,1,2012-2012,Music,WarnerMusicJapan,Follow Me,,1,2012,Music Video,,1
37695,359,2090,Koi Tsubomi,FantasyMusic,1,2006-2006,Music,Nonefoundaddsome,Koi Tsubomi,FamilyFriendlyMinnanoUta,1,2006,Music Video,,1
37703,361,1931,Renkyori Enai,Music,1,2011-2011,Music,Nonefoundaddsome,Renkyori Enai,,1,2011,Music Video,,1
37796,362,2284,Weekender Girl,Music,1,2012-2012,Music,Sega,Weekender Girl,Vocaloid,1,2012,Music Video,,1
37930,363,335,Utopia,Music,1,2014-2014,Music,P.A.Works,Utopia,,1,2014,Music Video,P.A.Works,1
37976,365,1572,Aisubeki Mirai e,Music,1,2009-2009,Music,Nonefoundaddsome,Aisubeki Mirai e,Environmental,1,2009,Music Video,,1
38061,368,3987,3-gatsu no Lion meets Bump of Chicken,DramaMusicSeinen,1,2014-2014,Music,Nonefoundaddsome,3-gatsu no Lion meets Bump of Chicken,,1,2014,Music Video,,1
38105,369,2060,Transfer,ActionMusic,1,2012-2012,Music,Nonefoundaddsome,Transfer,Vocaloid,1,2012,Music Video,,1
38164,370,1632,Survival,DementiaDramaMusicPsychologicalSchoolSupernatural,1,1999-1999,Music,Studio4°C,Survival,Psychological,1,1999,Music Video,Studio4\xc2\xb0C,1
38326,372,1634,There She Is!!,ComedyRomance,5,2003-2008,ONA,SamBakZa,There She Is!!,DramaRomance,5,2003 - 2008,Web,,1
7734,376,1354,Katekyo Hitman Reborn! Special,ComedyShounen,1,2010-2010,ONA,Artland,Giant Robo: Ginrei Special,ComedyFuturisticMechaParodySciFi,3,1994 - 1995,OVA,,0
6121,378,1025,Nihon Animator Mihonichi (Japan Anima(tor)&#039;s Exhibition),ActionDementiaEcchiFantasyMechaMilitaryMusicSchoolSci-FiSpaceSupernatural,35,2014-2015,ONA,StudioKharaDwangoTrigger,Pictures at an Exhibition,Collections,1,1966,Movie,MushiPro,0
38438,381,7221,Rain Town,Drama,1,2011-2011,ONA,Nonefoundaddsome,Rain Town,DramaOriginalWorkRobotsShorts,1,2011,Web,,1
38440,382,7515,Aru Tabibito no Nikki,AdventureFantasy,6,2003-2003,ONA,Robot,Aru Tabibito no Nikki,AbstractAdventureFantasyOriginalWork,6,2003,Web,Robot,1
38549,383,851,Inferno Cop,ActionPolice,13,2012-2013,ONA,CoMixWaveFilmsTrigger,Inferno Cop,AnimeBanchoComedy,13,2012 - 2013,Web,StudioTrigger,1
38691,384,8559,Flag,MechaMilitary,13,2006-2007,ONA,AniplexTheAnswerStudioBandaiEntertainment,Flag,DramaMechaMilitaryOriginalWorkPoliticalSeinenWarWorkLife,13,2006 - 2007,TV,AnsaStudio,1
30104,386,6335,Yamada-kun to 7-nin no Majo,ComedySchoolShounenSupernatural,1,2013-2013,ONA,KodanshaLIDENFILMS,Yamada-kun and the Seven Witches OVA,BasedonaMangaBodySwappingComedySchoolLifeSupernatural,2,2014 - 2015,OVA,LIDENFILMS,0
38783,387,7179,Cat Shit One,ActionFantasyMilitary,1,2010-2010,ONA,StudioAnimaInternationalDigitalArtist,Cat Shit One,ActionAnimalProtagonistsBasedonaMangaMatureThemesMilitaryViolenceWar,1,2010,Web,anima,1
38800,390,8877,Bakumatsu Kikansetsu Irohanihoheto,ActionDramaHistoricalSamurai,26,2006-2007,ONA,SunriseBandaiVisualSentaiFilmworks,Bakumatsu Kikansetsu Irohanihoheto,FeudalJapanMysteryOriginalWorkSwordsmenWar,26,2006 - 2007,TV,Sunrise,1
38895,391,8361,Halo Legends,ActionDramaMilitarySci-Fi,9,2009-2010,ONA,BonesBeeTrainProductionI.GStudio4°CToeiAnimationCasioEntertainmentWarnerBros.,Halo Legends,ActionBasedonaVideoGameCollectionsMilitarySciFi,8,2009 - 2010,OVA,ProductionI.G,1
38944,397,7975,Ontama!,ComedyMagicSeinenSliceofLife,5,2009-2009,ONA,EncourageFilms,Ontama!,ComedyRomanceTimeTravel,5,2009,Web,EncourageFilms,1
39113,403,343,Tokyo Ravens Specials,ShounenSupernatural,3,2013-2014,ONA,GeneonUniversalEntertainmentFUNimationEntertainmentTokyoMX,Tokyo Ravens Specials,,3,2013 - 2014,Web,,1
39137,404,1052,Kyou no Asuka Show,ComedyEcchiSeinen,20,2012-2013,ONA,LantisHalfH.PStudioSilverLink,Kyou no Asuka Show,ComedyEcchiPantyShotsSliceofLife,20,2012 - 2013,Web,SILVERLINK,1
39255,405,827,Akame ga Kill! Theater,Comedy,24,2014-2014,ONA,WhiteFoxC-StationTOHOanimation,Akame ga Kill! Theater,BasedonaMangaComedy,24,2014,Web,WHITEFOX,1
39321,406,8870,Azumanga Web Daioh,ComedySchoolSliceofLife,1,2000-2000,ONA,J.C.Staff,Azumanga Web Daioh,BasedonaMangaComedySchoolLifeShorts,1,2002,Other,J.C.Staff,1
14260,407,2561,Working&#039;!! Announcement Specials,Comedy,2,2011-2011,ONA,A-1Pictures,Wedding Peach Specials,,2,1995,DVD Special,,0
39371,411,424,Tooi Sekai,DramaRomance,1,1999-1999,ONA,Nonefoundaddsome,Tooi Sekai,BlackandWhiteFamilyFriendlyRomanceShorts,1,1999,Web,,1
39470,412,399,Busou Shinki Moon Angel,ActionSci-Fi,10,2011-2012,ONA,TNKKinemaCitrus,Busou Shinki Moon Angel,AndroidsRobotsSciFi,10,2011 - 2012,Web,KinemaCitrus,1
39690,413,988,Upotte!!,ActionComedySeinen,10,2012-2012,ONA,XebecDAXProductionNipponColumbiaSentaiFilmworks,Upotte!!,ActionBasedonaMangaComedyEcchiGunfightsSchoolLife,10,2012,Web,XEBEC,1
39714,417,1212,Miyakawa-ke no Kuufuku,SliceofLife,10,2013-2013,ONA,OrdetEncourageFilms,Miyakawa-ke no Kuufuku,ComedySchoolLifeSliceofLife,10,2013,Web,Ordet,1
39893,419,9816,Next A-Class,ActionCarsSci-Fi,1,2012-2012,ONA,ProductionI.G,Next A-Class,CarsFuturisticPromotionalSciFiUrbanLegend,1,2012,Web,ProductionI.G,1
39948,420,3023,Monster Strike,ActionFantasyGame,Unknown,2015 -2015 ,ONA,StudioHibariUltraSuperPictures,Monster Strike,BasedonaVideoGameFantasyMonsters,2+,2015 - ?,Web,StudioHibari,1
22403,421,4601,Ninja Slayer From Animation,Action,26,2015-2015,ONA,StarchildRecordsFUNimationEntertainmentTriggerGrooove,Collection of Key Animation Films,JapanAnimatorsExhibitionMechaSciFiShorts,1,2014,Web,StudioKhara,0
39955,421,4687,Ninja Slayer From Animation,Action,26,2015-2015,ONA,StarchildRecordsFUNimationEntertainmentTriggerGrooove,Ninja Slayer From Animation,ActionBasedonaNovelComedyDramaNinjaSciFiViolence,26,2015,Web,StudioTrigger,1
40008,422,1434,Fastening Days,KidsMagic,1,2014-2014,ONA,StudioColorido,Fastening Days,ActionDramaPromotionalSciFiShorts,1,2014,Web,StudioColorido,1
40069,423,1050,My Life,DramaSliceofLife,1,2012-2012,ONA,Nonefoundaddsome,My Life,Shorts,1,2012,Web,,1
40100,425,820,Catman Series II,ComedyFantasySliceofLife,8,2002-2002,ONA,FujiTV,Catman Series II,AbstractAnimalProtagonistsFlashAnimationMusicSliceofLife,8,2002,Web,FCC,1
40262,428,5357,Ginga Eiyuu Densetsu,DramaMilitarySci-FiSpace,110,1988-1997,OVA,ArtlandKittyFilmsSentaiFilmworks,Ginga Eiyuu Densetsu,BasedonaNovelDramaMilitaryOuterSpacePoliticalSciFiSpaceOperaWar,110,1988 - 1997,OVA,KittyFilms,1
40343,429,5362,Hellsing Ultimate,ActionHorrorMilitarySeinenSupernaturalVampire,10,2006-2012,OVA,MadhouseGeneonUniversalEntertainmentSatelightFUNimationEntertainmentStudioRFInc.Graphinica,Hellsing Ultimate,ActionBasedonaMangaEuropeExplicitViolenceHorrorMaster-ServantRelationshipVampires,10,2006 - 2012,OVA,Graphinica,1
40362,431,8995,Mobile Suit Gundam Unicorn,ActionDramaMechaMilitarySci-FiSpace,7,2010-2014,OVA,SunriseBandaiEntertainmentNYAVPost,Mobile Suit Gundam Unicorn,MechaSciFi,7,2010 - 2014,OVA,Sunrise,1
40711,432,7443,Hunter x Hunter OVA,ActionAdventureShounenSuperPower,8,2002-2002,OVA,NipponAnimation,Hunter x Hunter OVA,ActionAdventureBasedonaMangaMartialArtsShounenSuperpowers,8,2002,OVA,NipponAnimation,1
41004,434,7424,xxxHOLiC Rou,MysterySupernatural,2,2010-2011,OVA,ProductionI.GKodansha,xxxHOLiC Rou,DramaJapaneseMythologySupernatural,2,2010,OVA,ProductionI.G,1
4563,438,769,Isekai no Seikishi Monogatari (Tenchi Muyo! War on Geminar),ActionComedyEcchiFantasyHaremMechaSchool,13,2009-2010,OVA,AICBeSTACKFUNimationEntertainment,Ai no Wakakusa Monogatari,AmericaBasedonaNovelDramaFamilyFriendlyWorldMasterpieceTheater,48,1987,TV,NipponAnimation,0
23614,438,5047,Isekai no Seikishi Monogatari (Tenchi Muyo! War on Geminar),ActionComedyEcchiFantasyHaremMechaSchool,13,2009-2010,OVA,AICBeSTACKFUNimationEntertainment,Kizumonogatari Part 3: Reiketsu-hen,BasedonaLightNovelSupernatural,Movie ,,Movie,Shaft,0
41242,441,609,Hybrid Child,DramaHistoricalRomanceSci-FiShounenAi,4,2014-2015,OVA,StudioDeenLantis,Hybrid Child,AndroidsDramaFeudalJapanHistoricalRobotsRomanceSamuraiShounen-ai,4,2014,OVA,StudioDeen,1
41272,443,4279,Junjou Romantica OVA,ComedyDramaRomanceShounenAi,2,2012-2015,OVA,StudioDeen,Junjou Romantica OVA,AgeGapComedyLGBTThemesSexualContentShounen-ai,1,2012,OVA,StudioDeen,1
41307,444,4292,Golden Boy,AdventureComedyEcchi,6,1995-1996,OVA,KSSAPPPADVFilmsMediaBlastersDiscotek,Golden Boy,ComedyEcchiEpisodicExplicitSexWorkLife,6,1995 - 1996,OVA,ProductionI.G,1
41379,445,3221,Seto no Hanayome OVA,ComedyParodyRomanceSchool,2,2008-2009,OVA,GonzoAIC,Seto no Hanayome OVA,ComedyMermaids,2,2008 - 2009,OVA,AIC,1
41542,446,3775,Carnival Phantasm,ComedyParodySupernatural,12,2011-2011,OVA,LercheNotes,Carnival Phantasm,BasedonaMangaComedyCrossoverFantasy,12,2011,OVA,LARC,1
41695,447,5942,FLCL,ActionComedyDementiaMechaParodySci-Fi,6,2000-2001,OVA,GainaxProductionI.GStarchildRecordsFUNimationEntertainmentGANSIS,FLCL,ActionComedyComingofAgeOriginalWorkRobotsRomanceSciFiSeinen,6,2000 - 2001,OVA,Gainax,1
41774,452,597,Shijou Saikyou no Deshi Kenichi OVA,ActionComedyMartialArtsSchoolShounen,11,2012-2014,OVA,BrainsBase,Shijou Saikyou no Deshi Kenichi OVA,ActionHandtoHandCombatMartialArtsShounen,11,2012 - 2014,OVA,Brains-Base,1
41898,453,3781,Zan Sayonara Zetsubou Sensei Bangaichi,ComedyParodySchool,2,2009-2010,OVA,Shaft,Zan Sayonara Zetsubou Sensei Bangaichi,ComedySliceofLife,2,2009 - 2010,OVA,Shaft,1
42016,455,577,Master Keaton OVA,AdventureMystery,15,1999-2000,OVA,MadhouseGeneonUniversalEntertainment,Master Keaton OVA,AdventureBasedonaMangaDetectivesEpisodicEuropeSeinenWorkLife,15,1999 - 2000,OVA,MADHOUSE,1
42051,458,1668,Seitokai Yakuindomo OVA,ComedySchoolShounenSliceofLife,8,2011-2013,OVA,StarchildRecordsGoHands,Seitokai Yakuindomo OVA,BasedonaMangaComedyCrudeParodySchoolLifeSexualContent,8,2011 - 2013,OVA,GoHands,1
42136,459,4304,Kamisama Hajimemashita OVA,ComedyDemonsFantasyShoujoSupernatural,2,2013-2013,OVA,TMSEntertainment,Kamisama Hajimemashita OVA,,2,2013,OVA,TMSEntertainment,1
42180,462,3762,Fairy Tail OVA,ComedyEcchiFantasyMagicShounen,5,2011-2013,OVA,SatelightA-1Pictures,Fairy Tail OVA,BasedonaMangaComedyFantasyMagicShounen,5,2011 - 2013,OVA,A-1Pictures,1
42394,465,4819,Shingeki no Kyojin OVA,ActionDramaFantasyShounenSuperPower,3,2013-2014,OVA,ProductionI.GWitStudio,Shingeki no Kyojin OVA,ActionBasedonaMangaFantasyHorrorViolence,3,2013 - 2014,OVA,ProductionI.G,1
42433,466,8317,Black Jack,Drama,12,1993-2011,OVA,AnimaxTezukaProductionsCentralParkMedia,Black Jack,DramaEpisodic,61,2004 - 2006,TV,TezukaProductions,1
22982,467,4813,School Rumble Ichi Gakki Hoshuu,ComedyRomanceSchoolShounen,2,2005-2005,OVA,FUNimationEntertainmentStudioCometStudioJack,School Rumble: Ichi Gakki Hoshuu,ComedySchoolLife,2,2005,OVA,StudioComet,1
29805,480,6292,Ranma _ Special,AdventureComedyRomanceShounen,2,1994-1995,OVA,GainaxStudioDeenVizMediaPonyCanyonFujiTV,Kateikyoushi Hitman Reborn! Special,Shounen,1,2010,Web,Artland,0
1910,487,360,Mobile Suit Gundam 00 Special Edition,ActionDramaMechaMilitarySci-Fi,3,2009-2010,OVA,SunriseSotsuAgencyAsatsuDKMainichiBroadcasting,All Purpose Cultural Cat Nuku Nuku Special 1,BasedonaManga,1,2003,DVD Special,AshiProductions,0
34179,487,6989,Mobile Suit Gundam 00 Special Edition,ActionDramaMechaMilitarySci-Fi,3,2009-2010,OVA,SunriseSotsuAgencyAsatsuDKMainichiBroadcasting,Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future,,1,2005,TV Special,Sunrise,0
9269,520,1674,New Prince of Tennis OVA vs. Genius10,ActionComedyShounenSports,10,2014-2015,OVA,ProductionI.GNAS,Prince of Tennis - National Championship,SportsTennis,13,2006 - 2007,OVA,M.S.C.,0
18637,529,3561,Lodoss-tou Senki (Record of Lodoss War),ActionAdventureFantasyMagicShounenSupernatural,13,1990-1991,OVA,MadhouseKadokawaShotenTBSMarubeniCentralParkMedia,Meshimase Lodoss-tou Senki: Sorette Oishii no?,,13,2014,TV,StudioDeen,0
19173,559,3700,Bishoujo Senshi Sailor Moon Memorial,DemonsMagicRomanceShoujo,5,1998-1999,OVA,ToeiAnimation,Bishoujo Mobage: Mobami-chan,Promotional,1,2014,Other,StudioTrigger,0
29137,563,6166,Tenchi Muyou! Ryo-Ohki 3,ActionComedyHaremSci-FiShounenSpace,6,2003-2005,OVA,VAPFUNimationEntertainment,Tenchi Muyo! Ryo Ohki: Final Confrontations,,1,2005,OVA,,1
22983,569,4813,School Rumble San Gakki (School Rumble Third Term),ComedyRomanceSchoolShounen,2,2008-2008,OVA,Kodansha,School Rumble: Ichi Gakki Hoshuu,ComedySchoolLife,2,2005,OVA,StudioComet,0
32045,573,6685,Ookami Shoujo to Kuro Ouji OVA,ComedyRomanceSchoolShoujo,1,2015-2015,OVA,VAPTYOAnimations,Ookami Shoujo to Kuro Ouji,BasedonaMangaBlackmailRomanceSchoolLifeShoujo,12,2014,TV,TYOAnimations,0
38270,600,7538,Black_Rock Shooter (OVA),ActionDramaSchoolSliceofLife,1,2010-2010,OVA,RakuonshaOrdetGoodSmileCompany,Black Rock Shooter,ActionFantasyOriginalWorkSchoolLifeSliceofLife,1,2010,OVA,Ordet,1
11598,626,2087,Koe de Oshigoto! The Animation (Koe de Oshigoto!),ComedyEcchiSeinen,2,2010-2011,OVA,PonyCanyonMediaBlastersStudioGokumi,Shinshaku Sengoku Eiyuu Densetsu Sanada Juu Yuushi The Animation,FeudalJapanHistoricalNinjaWar,1,2005,TV Special,MagicBus,0
