ID,Title,Episodes,ProductionHouse,Genres,Type,Year,Rating,ProductionHouse_Merged,Genres_Merged
46,"Hotarubi no Mori e",1,"['Brains-Base']","['Based on a Manga', 'Coming of Age', 'Japanese Mythology', 'Romance', 'Shoujo', 'Supernatural']",Movie,2011,4.6,Brains-Base,BasedonaMangaComingofAgeJapaneseMythologyRomanceShoujoSupernatural
53,"The Melancholy of Haruhi Suzumiya",14,"['Kyoto Animation']","['Based on a Light Novel', 'Comedy', 'School Club', 'School Life']",TV,2006,4.3,KyotoAnimation,BasedonaLightNovelComedySchoolClubSchoolLife
54,"Suzumiya Haruhi no Yuutsu",14,"['Kyoto Animation']","['Based on a Light Novel', 'Comedy', 'School Club', 'School Life']",TV,2006,4.3,KyotoAnimation,BasedonaLightNovelComedySchoolClubSchoolLife
56,"Grisaia no Rakuen",10,"['8-Bit']","['Based on a Visual Novel', 'Comedy', 'Drama', 'Military', 'Sexual Content']",TV,2015,4.3,8-Bit,BasedonaVisualNovelComedyDramaMilitarySexualContent
56,"Grisaia no Rakuen",10,"['8-Bit']","['Based on a Visual Novel', 'Comedy', 'Drama', 'Military', 'Sexual Content']",TV,2015,4.3,8-Bit,BasedonaVisualNovelComedyDramaMilitarySexualContent
56,"Grisaia no Rakuen",10,"['8-Bit']","['Based on a Visual Novel', 'Comedy', 'Drama', 'Military', 'Sexual Content']",TV,2015,4.3,8-Bit,BasedonaVisualNovelComedyDramaMilitarySexualContent
56,"Grisaia no Rakuen",10,"['8-Bit']","['Based on a Visual Novel', 'Comedy', 'Drama', 'Military', 'Sexual Content']",TV,2015,4.3,8-Bit,BasedonaVisualNovelComedyDramaMilitarySexualContent
63,"When They Cry - Higurashi",26,"['Studio Deen']","['Based on a Visual Novel', 'Emotional Abuse', 'Explicit Violence', 'Horror', 'Mystery', 'Physical Abuse', 'Psychological', 'School Life', 'Thriller']",TV,2006,4.3,StudioDeen,BasedonaVisualNovelEmotionalAbuseExplicitViolenceHorrorMysteryPhysicalAbusePsychologicalSchoolLifeThriller
64,"Higurashi no Naku Koro ni",26,"['Studio Deen']","['Based on a Visual Novel', 'Emotional Abuse', 'Explicit Violence', 'Horror', 'Mystery', 'Physical Abuse', 'Psychological', 'School Life', 'Thriller']",TV,2006,4.3,StudioDeen,BasedonaVisualNovelEmotionalAbuseExplicitViolenceHorrorMysteryPhysicalAbusePsychologicalSchoolLifeThriller
65,"Noragami",12,"['Bones']","['Action', 'Based on a Manga', 'Comedy', 'Japanese Mythology', 'Shounen', 'Supernatural']",TV,2014,4.3,Bones,ActionBasedonaMangaComedyJapaneseMythologyShounenSupernatural
65,"Noragami",12,"['Bones']","['Action', 'Based on a Manga', 'Comedy', 'Japanese Mythology', 'Shounen', 'Supernatural']",TV,2014,4.3,Bones,ActionBasedonaMangaComedyJapaneseMythologyShounenSupernatural
66,"Sekai-ichi Hatsukoi TV",12,"['Studio Deen']","['Based on a Manga', 'Comedy', 'Drama', 'LGBT Themes', 'Manga Industry', 'Otaku Culture', 'Romance', 'Sexual Content', 'Shounen-ai', 'Work Life']",TV,2011,4.3,StudioDeen,BasedonaMangaComedyDramaLGBTThemesMangaIndustryOtakuCultureRomanceSexualContentShounen-aiWorkLife
66,"Sekai-ichi Hatsukoi TV",12,"['Studio Deen']","['Based on a Manga', 'Comedy', 'Drama', 'LGBT Themes', 'Manga Industry', 'Otaku Culture', 'Romance', 'Sexual Content', 'Shounen-ai', 'Work Life']",TV,2011,4.3,StudioDeen,BasedonaMangaComedyDramaLGBTThemesMangaIndustryOtakuCultureRomanceSexualContentShounen-aiWorkLife
66,"Sekai-ichi Hatsukoi TV",12,"['Studio Deen']","['Based on a Manga', 'Comedy', 'Drama', 'LGBT Themes', 'Manga Industry', 'Otaku Culture', 'Romance', 'Sexual Content', 'Shounen-ai', 'Work Life']",TV,2011,4.3,StudioDeen,BasedonaMangaComedyDramaLGBTThemesMangaIndustryOtakuCultureRomanceSexualContentShounen-aiWorkLife
67,"Hajime no Ippo: The Fighting! Special",1,"['MADHOUSE']","['Boxing', 'Hand to Hand Combat']",DVD Special,2003,4.3,MADHOUSE,BoxingHandtoHandCombat
68,"Fighting Spirit Special",1,"['MADHOUSE']","['Boxing', 'Hand to Hand Combat']",DVD Special,2003,4.3,MADHOUSE,BoxingHandtoHandCombat
69,"Sket Dance OVA",1,"['Tatsunoko Pro.']","['"[]"']",OVA,2013,4.3,TatsunokoPro.,
70,"Sidonia no Kishi: Daikyuu Wakusei Seneki",12,"['Polygon Pictures']","['Action', 'Adventure', 'Aliens', 'Based on a Manga', 'CG Animation', 'Horror', 'Mecha', 'Outer Space', 'Post-apocalyptic', 'Sci Fi', 'Violence']",TV,2015,4.3,PolygonPictures,ActionAdventureAliensBasedonaMangaCGAnimationHorrorMechaOuterSpacePost-apocalypticSciFiViolence
72,"Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou",1,"['Shuka']","['Supernatural']",Other,2015,4.3,Shuka,Supernatural
72,"Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou",1,"['Shuka']","['Supernatural']",Other,2015,4.3,Shuka,Supernatural
73,"Durarara!!x2 Shou Episode 4.5",1,"['Shuka']","['Supernatural']",Other,2015,4.3,Shuka,Supernatural
73,"Durarara!!x2 Shou Episode 4.5",1,"['Shuka']","['Supernatural']",Other,2015,4.3,Shuka,Supernatural
74,"Death Billiards",1,"['MADHOUSE']","['Anime Mirai', 'Drama', 'High Stakes Games', 'Play or Die', 'Psychological', 'Thriller']",Movie,2013,4.3,MADHOUSE,AnimeMiraiDramaHighStakesGamesPlayorDiePsychologicalThriller
77,"Monthly Girls' Nozaki-kun Specials",6,"['Dogakobo']","['Based on a Manga', 'Comedy', 'School Life']",DVD Special,2014 - 2015,4.3,Dogakobo,BasedonaMangaComedySchoolLife
78,"Gekkan Shoujo Nozaki-kun Specials",6,"['Dogakobo']","['Based on a Manga', 'Comedy', 'School Life']",DVD Special,2014 - 2015,4.3,Dogakobo,BasedonaMangaComedySchoolLife
78,"Gekkan Shoujo Nozaki-kun Specials",6,"['Dogakobo']","['Based on a Manga', 'Comedy', 'School Life']",DVD Special,2014 - 2015,4.3,Dogakobo,BasedonaMangaComedySchoolLife
78,"Gekkan Shoujo Nozaki-kun Specials",6,"['Dogakobo']","['Based on a Manga', 'Comedy', 'School Life']",DVD Special,2014 - 2015,4.3,Dogakobo,BasedonaMangaComedySchoolLife
78,"Gekkan Shoujo Nozaki-kun Specials",6,"['Dogakobo']","['Based on a Manga', 'Comedy', 'School Life']",DVD Special,2014 - 2015,4.3,Dogakobo,BasedonaMangaComedySchoolLife
78,"Gekkan Shoujo Nozaki-kun Specials",6,"['Dogakobo']","['Based on a Manga', 'Comedy', 'School Life']",DVD Special,2014 - 2015,4.3,Dogakobo,BasedonaMangaComedySchoolLife
80,"Ano Hi Mita Hana no Namae o Boku-tachi wa Mada Shiranai. Movie",1,"['A-1 Pictures']","['Drama', 'noitaminA', 'Supernatural']",Movie,2013,4.3,A-1Pictures,DramanoitaminASupernatural
85,"Pokemon: The Origin",4,"['Production I.G']","['Action', 'Adventure', 'Monsters', 'Shounen']",TV Special,2013,4.3,ProductionI.G,ActionAdventureMonstersShounen
89,"Durarara!! Specials",2,"['Brains-Base']","['Action', 'Supernatural']",DVD Special,2010 - 2011,4.3,Brains-Base,ActionSupernatural
89,"Durarara!! Specials",2,"['Brains-Base']","['Action', 'Supernatural']",DVD Special,2010 - 2011,4.3,Brains-Base,ActionSupernatural
89,"Durarara!! Specials",2,"['Brains-Base']","['Action', 'Supernatural']",DVD Special,2010 - 2011,4.3,Brains-Base,ActionSupernatural
89,"Durarara!! Specials",2,"['Brains-Base']","['Action', 'Supernatural']",DVD Special,2010 - 2011,4.3,Brains-Base,ActionSupernatural
90,"Giovanni's Island",1,"['Production I.G']","['Drama', 'Historical', 'World War 2']",Movie,2014,4.3,ProductionI.G,DramaHistoricalWorldWar2
91,"Giovanni no Shima",1,"['Production I.G']","['Drama', 'Historical', 'World War 2']",Movie,2014,4.3,ProductionI.G,DramaHistoricalWorldWar2
92,"Gangsta.",12,"['Manglobe']","['Action', 'Based on a Manga', 'Drug Use', 'Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Seinen', 'Sexual Content']",TV,2015,4.3,Manglobe,ActionBasedonaMangaDrugUseExplicitViolenceMatureThemesPhysicalAbuseSeinenSexualContent
92,"Gangsta.",12,"['Manglobe']","['Action', 'Based on a Manga', 'Drug Use', 'Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Seinen', 'Sexual Content']",TV,2015,4.3,Manglobe,ActionBasedonaMangaDrugUseExplicitViolenceMatureThemesPhysicalAbuseSeinenSexualContent
93,"Stand by Me Doraemon",1,"['Shinei Animation']","['CG Animation']",Movie,2014,4.3,ShineiAnimation,CGAnimation
94,"Soul Eater",51,"['Bones']","['Action', 'Based on a Manga', 'Demons', 'Fantasy', 'Shinigami', 'Shounen', 'Supernatural']",TV,2008 - 2009,4.3,Bones,ActionBasedonaMangaDemonsFantasyShinigamiShounenSupernatural
95,"Initial D Second Stage",13,"['Pastel']","['Cars', 'Drama', 'Racing', 'Seinen']",TV,1999 - 2000,4.3,Pastel,CarsDramaRacingSeinen
96,"Tokyo Magnitude 8.0",11,"['Bones']","['Drama', 'Earthquake', 'noitaminA', 'Original Work', 'Survival']",TV,2009,4.3,Bones,DramaEarthquakenoitaminAOriginalWorkSurvival
96,"Tokyo Magnitude 8.0",11,"['Bones']","['Drama', 'Earthquake', 'noitaminA', 'Original Work', 'Survival']",TV,2009,4.3,Bones,DramaEarthquakenoitaminAOriginalWorkSurvival
97,"Doraemon (1979)",1787,"['Shinei Animation']","['Based on a Manga', 'Comedy', 'Family Friendly']",TV,1979 - 2005,2.9,ShineiAnimation,BasedonaMangaComedyFamilyFriendly
98,"Fate/Kaleid Liner Prisma Illya: Undoukai de Dance!",1,"['SILVER LINK']","['Fantasy', 'Magical Girl']",OVA,2014,2.9,SILVERLINK,FantasyMagicalGirl
98,"Fate/Kaleid Liner Prisma Illya: Undoukai de Dance!",1,"['SILVER LINK']","['Fantasy', 'Magical Girl']",OVA,2014,2.9,SILVERLINK,FantasyMagicalGirl
98,"Fate/Kaleid Liner Prisma Illya: Undoukai de Dance!",1,"['SILVER LINK']","['Fantasy', 'Magical Girl']",OVA,2014,2.9,SILVERLINK,FantasyMagicalGirl
99,"Legend of the Millennium Dragon",1,"['Studio Pierrot']","['"[]"']",Movie,2011,2.9,StudioPierrot,
100,"Onigamiden",1,"['Studio Pierrot']","['"[]"']",Movie,2011,2.9,StudioPierrot,
101,"Mayoi Neko Overrun! Specials",6,"['AIC']","['"[]"']",DVD Special,2010,2.9,AIC,
101,"Mayoi Neko Overrun! Specials",6,"['AIC']","['"[]"']",DVD Special,2010,2.9,AIC,
102,"Final Approach",13,"['Zexcs']","['Comedy', 'Romance', 'Seinen']",TV,2004,2.9,Zexcs,ComedyRomanceSeinen
105,"Hurricane Polymar",26,"['Tatsunoko Pro.']","['Action', 'Adventure', 'Sci Fi', 'Superpowers']",TV,1974 - 1975,2.9,TatsunokoPro.,ActionAdventureSciFiSuperpowers
106,"Kishin Taisen Gigantic Formula",26,"['Brains-Base']","['Action', 'Mecha', 'Original Work', 'Sci Fi']",TV,2007,2.9,Brains-Base,ActionMechaOriginalWorkSciFi
107,"Gigantic Formula",26,"['Brains-Base']","['Action', 'Mecha', 'Original Work', 'Sci Fi']",TV,2007,2.9,Brains-Base,ActionMechaOriginalWorkSciFi
108,"Night Raid 1931: Demon of the Opium Den",1,"['A-1 Pictures']","['"[]"']",DVD Special,2010,2.9,A-1Pictures,
109,"Senkou no Night Raid: Demon of the Opium Den",1,"['A-1 Pictures']","['"[]"']",DVD Special,2010,2.9,A-1Pictures,
109,"Senkou no Night Raid: Demon of the Opium Den",1,"['A-1 Pictures']","['"[]"']",DVD Special,2010,2.9,A-1Pictures,
110,"Ghiblies",2,"['Studio Ghibli']","['Comedy']",Other,2000 - 2002,2.9,StudioGhibli,Comedy
113,"Mokei Senshi Gunpla Builders Beginning G",3,"['Sunrise']","['Action', 'Mecha', 'Otaku Culture', 'Sci Fi']",Other,2010,2.9,Sunrise,ActionMechaOtakuCultureSciFi
117,"Venus Wars",1,"['Gakken']","['Futuristic', 'Post-apocalyptic', 'Sci Fi', 'War']",Movie,1989,2.9,Gakken,FuturisticPost-apocalypticSciFiWar
118,"Night Raid 1931",13,"['A-1 Pictures']","['Action', 'Military', 'Original Work', 'Political', 'Psychic Powers', 'Violence']",TV,2010,2.9,A-1Pictures,ActionMilitaryOriginalWorkPoliticalPsychicPowersViolence
118,"Night Raid 1931",13,"['A-1 Pictures']","['Action', 'Military', 'Original Work', 'Political', 'Psychic Powers', 'Violence']",TV,2010,2.9,A-1Pictures,ActionMilitaryOriginalWorkPoliticalPsychicPowersViolence
119,"Senkou no Night Raid",13,"['A-1 Pictures']","['Action', 'Military', 'Original Work', 'Political', 'Psychic Powers', 'Violence']",TV,2010,2.9,A-1Pictures,ActionMilitaryOriginalWorkPoliticalPsychicPowersViolence
119,"Senkou no Night Raid",13,"['A-1 Pictures']","['Action', 'Military', 'Original Work', 'Political', 'Psychic Powers', 'Violence']",TV,2010,2.9,A-1Pictures,ActionMilitaryOriginalWorkPoliticalPsychicPowersViolence
120,"Neo Angelique Abyss",13,"['Yumeta']","['Based on an Otome Game', 'Based on a Visual Novel', 'Fantasy', 'Shoujo']",TV,2008,2.9,Yumeta,BasedonanOtomeGameBasedonaVisualNovelFantasyShoujo
122,"Iketeru Futari",16,"['J.C.Staff']","['Based on a Manga', 'Comedy', 'Ecchi']",TV,1999,2.9,J.C.Staff,BasedonaMangaComedyEcchi
123,"DNA² OVA",3,"['']","['Romance', 'Sci Fi']",OVA,1995,2.9,,RomanceSciFi
124,"The Trapp Family Story",40,"['Nippon Animation']","['Based on a Novel', 'Drama', 'Europe', 'Family Friendly', 'World Masterpiece Theater']",TV,1991,2.9,NipponAnimation,BasedonaNovelDramaEuropeFamilyFriendlyWorldMasterpieceTheater
125,"Fushigi na Koala Blinky",26,"['Nippon Animation']","['Animal Protagonists', 'Family Friendly', 'Original Work']",TV,1984,2.9,NipponAnimation,AnimalProtagonistsFamilyFriendlyOriginalWork
127,"Armored Trooper Votoms: Big Battle",1,"['Sunrise']","['Action', 'Mecha', 'Original Work', 'Sci Fi']",OVA,1986,2.9,Sunrise,ActionMechaOriginalWorkSciFi
128,"Soukou Kihei Votoms: Big Battle",1,"['Sunrise']","['Action', 'Mecha', 'Original Work', 'Sci Fi']",OVA,1986,2.9,Sunrise,ActionMechaOriginalWorkSciFi
129,"Iron Leaguer",52,"['Sunrise']","['Baseball', 'Robots', 'Soccer', 'Sports']",TV,1993 - 1994,2.9,Sunrise,BaseballRobotsSoccerSports
129,"Iron Leaguer",52,"['Sunrise']","['Baseball', 'Robots', 'Soccer', 'Sports']",TV,1993 - 1994,2.9,Sunrise,BaseballRobotsSoccerSports
130,"Hurricane! Iron Leaguer",52,"['Sunrise']","['Baseball', 'Robots', 'Soccer', 'Sports']",TV,1993 - 1994,2.9,Sunrise,BaseballRobotsSoccerSports
131,"Shippu! Iron Leaguer",52,"['Sunrise']","['Baseball', 'Robots', 'Soccer', 'Sports']",TV,1993 - 1994,2.9,Sunrise,BaseballRobotsSoccerSports
132,"Hanaukyo Maid Team",12,"['']","['Based on a Manga', 'Comedy', 'Ecchi', 'Harem', 'Maids']",TV,2001,2.9,,BasedonaMangaComedyEcchiHaremMaids
132,"Hanaukyo Maid Team",12,"['']","['Based on a Manga', 'Comedy', 'Ecchi', 'Harem', 'Maids']",TV,2001,2.9,,BasedonaMangaComedyEcchiHaremMaids
133,"Kanokon ~Manatsu no Daishanikusai~ Specials",2,"['XEBEC']","['Ecchi', 'Nudity', 'Panty Shots']",DVD Special,2009,2.9,XEBEC,EcchiNudityPantyShots
141,"Ore ga Ojou-sama Gakkou ni &quot;Shomin Sample&quot; Toshite Rachirareta Ken",1+,"['SILVER LINK']","['Based on a Light Novel', 'Comedy', 'Romance', 'School Life']",TV,2015 - ?,2.9,SILVERLINK,BasedonaLightNovelComedyRomanceSchoolLife
142,"Amaenaideyo!! Special",1,"['Studio Deen']","['Based on a Manga', 'Comedy', 'Ecchi', 'Nudity']",DVD Special,2005,2.9,StudioDeen,BasedonaMangaComedyEcchiNudity
143,"Di Gi Charat Natsuyasumi Special",4,"['MADHOUSE']","['Aliens', 'America', 'Comedy']",OVA,2001,2.9,MADHOUSE,AliensAmericaComedy
143,"Di Gi Charat Natsuyasumi Special",4,"['MADHOUSE']","['Aliens', 'America', 'Comedy']",OVA,2001,2.9,MADHOUSE,AliensAmericaComedy
143,"Di Gi Charat Natsuyasumi Special",4,"['MADHOUSE']","['Aliens', 'America', 'Comedy']",OVA,2001,2.9,MADHOUSE,AliensAmericaComedy
144,"Medabots",52,"['BEE TRAIN']","['Action', 'Robots', 'Shounen', 'Tournaments']",TV,1999 - 2000,2.9,BEETRAIN,ActionRobotsShounenTournaments
145,"Tokyo Underground",26,"['Studio Pierrot']","['Action', 'Based on a Manga', 'Shounen', 'Superpowers']",TV,2002,2.9,StudioPierrot,ActionBasedonaMangaShounenSuperpowers
146,"CLAMP School Detectives",26,"['Studio Pierrot']","['"[]"']",TV,1997,2.9,StudioPierrot,
147,"Himeyuri",1,"['']","['World War 2']",Movie,2012,2.9,,WorldWar2
151,"Captain Future: Kareinaru Taiyokei Race",1,"['Toei Animation']","['Adventure', 'Outer Space', 'Sci Fi']",Movie,1978,2.9,ToeiAnimation,AdventureOuterSpaceSciFi
152,"Captain Future: The Great Race in the Solar System",1,"['Toei Animation']","['Adventure', 'Outer Space', 'Sci Fi']",Movie,1978,2.9,ToeiAnimation,AdventureOuterSpaceSciFi
153,"Kurogane Communication",24,"['Studio A.P.P.P.']","['Post-apocalyptic', 'Robots', 'Sci Fi']",TV,1998 - 1999,2.9,StudioA.P.P.P.,Post-apocalypticRobotsSciFi
155,"Onmyou Taisenki",52,"['Sunrise']","['Action', 'Adventure', 'Fantasy', 'Shounen']",TV,2004 - 2005,2.9,Sunrise,ActionAdventureFantasyShounen
158,"Daichis: Earth's Defense Family",13,"['Group TAC']","['Action', 'Comedy']",TV,2001,2.9,GroupTAC,ActionComedy
159,"The Daichis: Earth's Defense Family",13,"['Group TAC']","['Action', 'Comedy']",TV,2001,2.9,GroupTAC,ActionComedy
160,"Chikyuu Bouei Kazoku",13,"['Group TAC']","['Action', 'Comedy']",TV,2001,2.9,GroupTAC,ActionComedy
160,"Chikyuu Bouei Kazoku",13,"['Group TAC']","['Action', 'Comedy']",TV,2001,2.9,GroupTAC,ActionComedy
160,"Chikyuu Bouei Kazoku",13,"['Group TAC']","['Action', 'Comedy']",TV,2001,2.9,GroupTAC,ActionComedy
161,"Shadow of the Cherry Blossoms",1,"['']","['Romance', 'Shorts']",Web,2006,2.9,,RomanceShorts
162,"Hana no Kage",1,"['']","['Romance', 'Shorts']",Web,2006,2.9,,RomanceShorts
171,"To Heart 2",13,"['OLM']","['Romance', 'School Life']",TV,2005 - 2006,2.9,OLM,RomanceSchoolLife
171,"To Heart 2",13,"['OLM']","['Romance', 'School Life']",TV,2005 - 2006,2.9,OLM,RomanceSchoolLife
172,"Getter Robo G",39,"['Toei Animation']","['Action', 'Mecha', 'Sci Fi']",TV,1975 - 1976,2.9,ToeiAnimation,ActionMechaSciFi
172,"Getter Robo G",39,"['Toei Animation']","['Action', 'Mecha', 'Sci Fi']",TV,1975 - 1976,2.9,ToeiAnimation,ActionMechaSciFi
175,"Girls und Panzer: Fushou - Akiyama Yukari no Sensha Kouza",6,"['Actas']","['"[]"']",DVD Special,2012 - 2013,2.9,Actas,
175,"Girls und Panzer: Fushou - Akiyama Yukari no Sensha Kouza",6,"['Actas']","['"[]"']",DVD Special,2012 - 2013,2.9,Actas,
175,"Girls und Panzer: Fushou - Akiyama Yukari no Sensha Kouza",6,"['Actas']","['"[]"']",DVD Special,2012 - 2013,2.9,Actas,
178,"Itsuka Tenma no Kuro Usagi",12,"['Zexcs']","['Based on a Light Novel', 'Demons', 'Fantasy', 'Romance', 'Vampires']",TV,2011,2.9,Zexcs,BasedonaLightNovelDemonsFantasyRomanceVampires
178,"Itsuka Tenma no Kuro Usagi",12,"['Zexcs']","['Based on a Light Novel', 'Demons', 'Fantasy', 'Romance', 'Vampires']",TV,2011,2.9,Zexcs,BasedonaLightNovelDemonsFantasyRomanceVampires
179,"A Dark Rabbit Has Seven Lives",12,"['Zexcs']","['Based on a Light Novel', 'Demons', 'Fantasy', 'Romance', 'Vampires']",TV,2011,2.9,Zexcs,BasedonaLightNovelDemonsFantasyRomanceVampires
