_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genres_Merged,ltable_Episodes,ltable_Year,ltable_Type,ltable_ProductionHouse_Merged,rtable_Title,rtable_Genres_Merged,rtable_Episodes,rtable_Year,rtable_Type,rtable_ProductionHouse_Merged
2059,2649,215,Pokemon Best Wishes! Season 2 (Pokemon: Black &amp; White 2),ActionAdventureComedyFantasyKids,24,2012-2013,TV,TVTokyoOrientalLightandMagicMediaNetHalfH.PStudioStudioJack,Gekijouban Pocket Monsters: Best Wishes - Victini to Kuroki Eiyuu,,1,2011,Movie,OLM
2144,1033,237,Chuunibyou demo Koi ga Shitai! Ren Specials,Comedy,7,2014-2014,Special,KyotoAnimation,Aesthetica of a Rogue Hero Specials,BasedonaLightNovelComedyDemonsEcchi,6,2012 - 2013,DVD Special,ARMS
2338,1804,257,Tenshi na Konamaiki (Cheeky Angel),ComedyMagicRomanceShounen,50,2002-2003,TV,TMSEntertainment,Koi Suru Tenshi Angelique: Kokoro no Mezameru Toki,BasedonanOtomeGameBasedonaVisualNovelFantasyReverseHaremRomance,13,2006,TV,Satelight
2484,1712,283,UFO Robo Grendizer,MechaSci-FiShounen,74,1975-1977,TV,FujiTVDynamicPlanning,"Grendizer, Getter Robo G, Great Mazinger: Kessen! Daikaijuu!",ActionCrossoverMechaSciFi,1,1976,Movie,
2623,1405,292,Hanamonogatari,ComedyMysterySupernatural,5,2014-2014,TV,AniplexShaftKodanshaAniplexofAmerica,Licca-chan Fushigi na Fushigi na Yunia Monogatari,,2,1990,OVA,Asiadou
3081,1146,360,Otome wa Boku ni Koishiteru Special,ComedyRomanceSchool,1,2007-2007,Special,Feel,All Purpose Cultural Cat Nuku Nuku Special 1,BasedonaManga,1,2003,DVD Special,AshiProductions
3221,1004,385,Bokura wa Minna Kawaisou Specials,Comedy,14,2014-2015,Special,BrainsBase,Seikimatsu Occult Gakuin Specials,Supernatural,4,2010 - 2011,DVD Special,A-1Pictures
3277,2543,387,Astro Boy (2003),ActionAdventureKidsMechaSci-FiShounenSuperPower,50,2003-2004,TV,SonyPicturesEntertainmentDentsuTezukaProductions,Astroboy (1963),BasedonaMangaBlackandWhiteFuturisticRobotsSciFi,193,1963 - 1966,TV,MushiPro
3679,1227,420,eX-Driver the Movie Specials,Comedy,3,2002-2002,Special,BandaiVisualGenco,Kyousougiga (2013) Specials,,2,2013,TV Special,ToeiAnimation
3754,1804,427,Tenshi na Konamaiki (Cheeky Angel),ComedyMagicRomanceShounen,50,2002-2003,TV,TMSEntertainment,Koi suru Tenshi Angelique ~Kagayaki no Ashita~ Special,BasedonanOtomeGameBasedonaVisualNovel,1,2007,DVD Special,Satelight
3903,1054,446,Sola Specials,ComedyRomanceSliceofLifeSupernatural,2,2007-2007,Special,BandaiVisualNomad,Brothers Conflict Special,BasedonanOtomeGameReverseHaremRomance,1,2014,DVD Special,Brains-Base
4083,942,451,Maria-sama ga Miteru 3rd Specials,Comedy,5,2006-2007,Special,StudioDeenRightStuf,Tenchi in Tokyo Specials,,6,1997,Other,AIC
4104,1013,451,Solty Rei Specials,ComedyDrama,2,2006-2007,Special,GonzoAICTVAsahiFUNimationEntertainment,Tenchi in Tokyo Specials,,6,1997,Other,AIC
4323,2261,481,Chicchana Yukitsukai Sugar (A Little Snow Fairy Sugar),ComedyFantasy,24,2001-2002,TV,J.C.StaffKadokawaShotenBroccoliTBSPioneerLDCSentaiFilmworks,Tiny Snow Fairy Sugar,FamilyFriendlyFantasyMagicMoeMusicOriginalWorkShoujo,24,2001 - 2002,TV,J.C.Staff
4469,2445,502,Jinzou Ningen Kikaider The Animation (Android Kikaider),ActionDramaMechaSci-FiShounen,13,2000-2001,TV,AniplexRadixSMEVisualWorksBandaiEntertainment,Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,FamilyFriendlyFantasyMonstersPromotional,1,2014,Web,OLM
4511,961,507,Kimi ni Todoke 2nd Season Specials,ComedyRomanceShoujo,3,2011-2011,Special,ProductionI.G,Kurogane no Linebarrels Specials,,2,2010,DVD Special,GONZO
4587,1194,507,Freezing Vibration Specials,ActionComedyEcchi,6,2013-2014,Special,FUNimationEntertainmentMediaFactoryA.C.G.T.,Kurogane no Linebarrels Specials,,2,2010,DVD Special,GONZO
4671,1147,508,Freezing Specials,ActionComedyEcchi,6,2011-2011,Special,FUNimationEntertainmentMediaFactory,Linebarrels of Iron Specials,,2,2010,DVD Special,GONZO
4853,122,525,Air Movie (Air: The Motion Picture),DramaRomanceSupernatural,1,2005-2005,Movie,ToeiAnimationFrontierWorksADVFilmsFUNimationEntertainmentVisualArt&#039;s,Garou Densetsu: The Motion Picture,ActionHandtoHandCombatMartialArts,1,1994,Movie,NAS
5053,1025,568,Senyuu. Specials,ActionComedyFantasyShounen,4,2013-2013,Special,OrdetLIDENFILMS,Chikyuu Bouei Kazoku Special,,1,2001,DVD Special,GroupTAC
5336,1054,574,Sola Specials,ComedyRomanceSliceofLifeSupernatural,2,2007-2007,Special,BandaiVisualNomad,Princess Jellyfish Specials,,4,2011,DVD Special,Brains-Base
5491,27,613,Majo no Takkyuubin (Kiki&#039;s Delivery Service),AdventureComedyDramaFantasyMagicRomance,1,1989-1989,Movie,StudioGhibliStudioHibariWaltDisneyStudiosGKids,Kiki's Delivery Service,BasedonaNovelEuropeFamilyFriendlyFantasyMagicSliceofLife,1,1989,Movie,StudioGhibli
5504,2308,616,Kamisama Dolls,ActionSeinenSupernatural,13,2011-2011,TV,TVTokyoShogakukanProductionsMediaFactoryBrainsBaseHalfH.PStudioAT-XSentaiFilmworksflyingDOGSonyMusicCommunications,Kamisama Hajimemashita,BasedonaMangaComedyFantasyJapaneseMythologyMaster-ServantRelationshipRomanceShoujo,13,2012,TV,TMSEntertainment
5548,1005,620,Karneval Specials,Comedy,11,2013-2013,Special,BandaiVisualManglobe,Fullmetal Alchemist: Brotherhood Specials,ActionComedyDramaFantasy,4,2009 - 2010,DVD Special,Bones
5764,1518,664,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,ActionAdventureComedyFantasyRomance,13,2015-2015,TV,J.C.StaffGencoMovicSentaiFilmworksWarnerBros.TheKlockWorxSoftBankCreativeCorp.ShowgateMages,Aru Machi Kado no Monogatari,DramaLoveTriangleMusicOriginalWork,1,1962,Movie,MushiPro
5880,2784,675,Ai no Gakko Cuore Monogatari,DramaHistoricalSliceofLife,26,1981-1981,TV,NipponAnimation,Shouwa Monogatari,DramaOriginalWorkSliceofLife,1,2011,Movie,WaoWorld
6041,2567,697,Binbou Shimai Monogatari (Poor Sisters Story),ComedyDramaSliceofLife,10,2006-2006,TV,ToeiAnimationTVAsahi,Nana Toshi Monogatari: Hokkyokukai Sensen,DramaMilitaryPoliticalPost-apocalypticSciFiWar,2,1994,OVA,
6258,1178,705,Teekyuu 4 Specials,ComedySchoolShounenSports,2,2015-2015,Special,DAXProductionEarthStarEntertainmentMillepensee,Burst Angel: Infinity Specials,,3,2007,DVD Special,GONZO
6269,2580,705,Bakuretsu Tenshi (Burst Angel),AdventureComedyMechaSci-FiShounen,24,2004-2004,TV,GonzoGDHTVAsahiFUNimationEntertainmentImagica,Burst Angel: Infinity Specials,,3,2007,DVD Special,GONZO
6276,2720,706,Project BLUE Chikyuu SOS (Project Blue Earth SOS),AdventureComedySci-FiShounen,6,2006-2006,TV,FUNimationEntertainmentA.C.G.T.,Binan Koukou Chikyuu Bouei-bu Love!,ComedyOriginalWorkParodySchoolClubSchoolLife,12,2015,TV,Diomedea
6351,801,716,Otogi-Jushi Akazukin OVA,AdventureComedyFantasyMagic,1,2005-2005,OVA,Madhouse,Otogi-Jushi Akazukin TV,AdventureFamilyFriendlyFantasyMagicalGirl,39,2006 - 2007,TV,MADHOUSE
6397,2171,723,Popolocrois Monogatari,AdventureFantasy,25,1998-1999,TV,BeeTrainProductionI.GTVTokyoAniplex,"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku Dake Dewanai no ja!",BasedonaLightNovelDemonsFantasyMedievalRecapRomance,1,2013,TV Special,ARMS
6431,7,729,Hotaru no Haka (Grave of the Fireflies),DramaHistorical,1,1988-1988,Movie,StudioGhibliADVFilmsCentralParkMediaSentaiFilmworks,Hakugei - Legend of the Moby Dick,OuterSpaceRevengeSciFi,26,1997,TV,StudioJunior
6490,968,744,Seikai no Monshou Special,ActionMilitaryRomanceSci-FiSpace,1,2000-2000,Special,SunriseBandaiVisualWOWOWBeSTACK,Umineko no Naku Koro ni Specials,Comedy,26,2009 - 2010,DVD Special,StudioDeen
6538,1171,744,Arslan Senki (TV) Specials,Comedy,Unknown,2015 -2015 ,Special,SANZIGENLIDENFILMS,Umineko no Naku Koro ni Specials,Comedy,26,2009 - 2010,DVD Special,StudioDeen
6583,2368,754,Renkin San-kyuu Magical? Pokaan,ComedyEcchiMagicParodyVampire,12,2006-2006,TV,RemicGencoLantisMediaFactory,Sasami: Magical Girls Club 2,FamilyFriendlyMagicMagicalGirlShoujo,13,2006 - 2007,TV,AICSpirits
6643,1030,759,Galaxy Angel Z Special,ComedySci-Fi,1,2002-2002,Special,BroccoliBandaiEntertainment,Angel Tales Specials,AngelsFantasyHaremOriginalWorkRomance,2,2002,DVD Special,Wonderfarm
6751,1097,760,Galaxy Angel Specials,ComedySci-Fi,2,2002-2002,Special,MadhouseBroccoli,Heroman Specials,,3,2010 - 2011,DVD Special,Bones
6796,347,766,True Tears Epilogue,DramaMusicRomance,1,2010-2010,Music,BandaiVisualLantisP.A.Works,True Tears Specials,Comedy,7,2008,DVD Special,P.A.Works
6880,1179,766,Etotama Specials,ActionComedyFantasy,6,2015-2015,Special,ShirogumiEncourageFilms,True Tears Specials,Comedy,7,2008,DVD Special,P.A.Works
6933,2763,769,Oyayubi Hime Monogatari (Thumbelina: A Magical Story),AdventureFantasyShoujo,26,1992-1992,TV,EnokiFilms,Ai no Wakakusa Monogatari,AmericaBasedonaNovelDramaFamilyFriendlyWorldMasterpieceTheater,48,1987,TV,NipponAnimation
6960,3128,772,Soul Eater NOT!,ActionComedyEcchiShounenSupernatural,12,2014-2014,TV,BonesTVTokyoDentsuSquareEnixFUNimationEntertainmentSonyMusicCommunications,Soul Eater: Late Night Show,,51,2008 - 2009,Other,Bones
6966,2282,774,Shin Hakkenden,ActionAdventureMartialArtsSci-Fi,26,1999-1999,TV,TVTokyoPublic&amp;Basic,The Hakkenden: Shin Shou,,7,1993 - 1995,OVA,AIC
7419,407,824,Working&#039;!! Announcement Specials,Comedy,2,2011-2011,ONA,A-1Pictures,Fight Ippatsu! Juuden-Chan!! Specials,ComedySexualContent,6,2009 - 2010,DVD Special,
7618,2823,831,Gasaraki,DramaMechaMilitaryPsychologicalSupernatural,25,1998-1999,TV,SunriseADVFilmsYomikoAdvertisingRightStufAtelierMusa,Gasaraki,ActionMechaMilitaryOriginalWorkPoliticalSciFi,25,1998 - 1999,TV,Sunrise
8017,983,876,Shakugan no Shana II (Second) Specials,ComedyParody,3,2008-2009,Special,J.C.StaffFUNimationEntertainment,Freezing Specials,ComedyEcchiExplicitSexPantyShots,6,2011,DVD Special,A.C.G.T.
8089,527,879,Angel Densetsu,ActionComedySchool,2,1996-1996,OVA,ToeiAnimation,Cyborg 009: Chou Ginga Densetsu,SciFi,1,1980,Movie,ToeiAnimation
8128,2333,880,Galaxy Angel,ComedySci-Fi,24,2001-2001,TV,MadhouseBandaiVisualBroccoliBandaiEntertainmentStudioJack,Cyborg 009: Legend of the Super Galaxy,SciFi,1,1980,Movie,ToeiAnimation
8261,621,888,Negima!? Haru Special!? (Negima!? Magister Negi Magi: Spring),ComedyEcchiFantasyHaremMagicRomanceShounenSuperPower,1,2006-2006,OVA,ShaftStarchildRecordsFUNimationEntertainmentGANSIS,Da Capo III Special,BasedonaVisualNovel,1,2012,TV Special,
8270,1061,888,Kamisama no Inai Nichiyoubi Special,FantasyMystery,1,2014-2014,Special,MadhouseSentaiFilmworks,Da Capo III Special,BasedonaVisualNovel,1,2012,TV Special,
8287,1607,894,Tonari no Kaibutsu-kun (My Little Monster),ComedyRomanceSchoolShoujoSliceofLife,13,2012-2012,TV,TVTokyoAniplexBrainsBaseNASKodanshaNISAmericaInc.,Monster Farm: Enbanseki no Himitsu,ActionAdventureFantasyMonster-of-the-weekPersoninaStrangeWorldShounen,48,1999 - 2000,TV,TMSEntertainment
8421,65,917,Macross Plus Movie Edition,ActionAdventureMechaMilitaryRomanceSci-FiShounenSpace,1,1995-1995,Movie,StudioNue,Macross 7 Plus,,12,1995 - 1996,Other,
8430,2230,917,Macross 7,ActionAdventureComedyDramaMechaMilitaryMusicRomanceSci-FiShounen,49,1994-1995,TV,MainichiBroadcastingProductionReedStudioNue,Macross 7 Plus,,12,1995 - 1996,Other,
8654,920,946,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,ComedySeinenSliceofLife,4,2011-2011,Special,AniplexAICBuildAniplexofAmerica,HENNEKO - The Hentai Prince and the Stony Cat Specials,,13,2013,DVD Special,J.C.Staff
9214,1380,1026,Nisemonogatari,ComedyMysterySupernatural,11,2012-2012,TV,AniplexShaftKodanshaRakuonshaAniplexofAmerica,Ai Shoujo Pollyanna Monogatari,AmericaBasedonaNovelWorldMasterpieceTheater,51,1986,TV,NipponAnimation
9596,1673,1067,Toaru Majutsu no Index (A Certain Magical Index),ActionMagicSci-FiSuperPower,24,2008-2009,TV,J.C.StaffGeneonUniversalEntertainmentSquareEnixFUNimationEntertainmentAT-XASCIIMediaWorksKadokawaContentsGate,Magical Girl Pretty Sammy,MagicalGirl,3,1995 - 1997,OVA,AIC
9600,2338,1067,Mahou no Tenshi Creamy Mami (Magical Angel Creamy Mami),ComedyFantasyMagicRomanceSchoolSci-FiShoujo,52,1983-1984,TV,StudioPierrotKodansha,Magical Girl Pretty Sammy,MagicalGirl,3,1995 - 1997,OVA,AIC
9817,1239,1092,Robot Girls Z Specials,ComedyParody,3,2014-2014,Special,ToeiAnimationNipponColumbiaLandQstudios,Joshikousei Specials,,3,2006,DVD Special,ARMS
9931,170,1097,Pandane to Tamago-hime (Mr. Dough and the Egg Princess),AdventureFantasy,1,2010-2010,Movie,StudioGhibli,Wolf Girl and Black Prince Recap,BasedonaMangaRecap,1,2014,TV Special,TYOAnimations
9979,1146,1098,Otome wa Boku ni Koishiteru Special,ComedyRomanceSchool,1,2007-2007,Special,Feel,Doukyuusei 2 Special: Sotsugyousei,,3,1999 - 2000,OVA,PinkPineapple
10162,1631,1128,Mahouka Koukou no Rettousei (The irregular at magic high school),MagicRomanceSchoolSci-FiSupernatural,26,2014-2014,TV,MadhouseAniplexMovicAniplexofAmericaASCIIMediaWorks,Detective Conan Movie 3: The Last Magician of the Century,DetectivesMysteryThieves,1,1999,Movie,TMSEntertainment
10183,79,1130,Aa! Megami-sama! Movie (Ah! My Goddess: The Movie),ComedyMagicRomanceSeinenSupernatural,1,2000-2000,Movie,BandaiVisualGeneonUniversalEntertainmentAICPonyCanyonKodanshaMovicSega,Case Closed Movie 3: The Last Magician of the Century,DetectivesMysteryThieves,1,1999,Movie,TMSEntertainment
10268,1262,1144,Aria The Origination,FantasySci-FiSliceofLife,13,2008-2008,TV,HalFilmMakerRightStuf,Aria the Natural,BasedonaMangaSliceofLife,26,2006,TV,HalFilmMaker
10390,1118,1165,Doraemon and Itchy the Stray,ComedyKidsSci-FiShounen,1,1987-1987,Special,AsatsuDK,Pokemon Movie 16: Genesect and the Legend Awakened,AdventureFamilyFriendlyFantasyMonstersShounen,1,2013,Movie,OLM
10492,663,1185,Animation Seisaku Shinkou Kuromi-chan 2 (Animation Runner Kuromi 2),ComedyDramaParody,1,2004-2004,OVA,YumetaCompanyCentralParkMedia,Ray The Animation,BasedonaMangaDramaSciFiViolence,13,2006,TV,OLM
10619,677,1222,Fate/stay night TV Reproduction,ActionFantasyMagicRomanceShounenSupernatural,2,2010-2010,OVA,StudioDeen,Yatterman Night,ActionAdventureComedyDramaEcchiRobotsSciFi,12,2015,TV,TatsunokoPro.
10748,1158,1236,Bannou Bunka Neko-Musume Specials,ActionAdventureComedyMechaSci-FiShounen,2,1999-1999,Special,MovicProductionReed,Megami Kouhosei Special Curriculum,OuterSpaceSciFi,1,2002,OVA,XEBEC
10959,2485,1277,Dennou Boukenki Webdiver (Brain Adventure Record Webdiver),AdventureMechaSci-FiShounen,52,2001-2002,TV,NipponAnimationRadix,Pokemon: Pikachu's Rescue Adventure,AdventureAnimalProtagonistsFamilyFriendlyMonsters,1,1999,Movie,OLM
11188,834,1307,Futari Ecchi (Step Up Love Story),ComedyEcchiRomanceSeinenSliceofLife,4,2002-2004,OVA,HalfH.PStudioMediaBlastersChaosProject,Futari Ecchi,BasedonaMangaComedyEcchiExplicitSex,4,2002 - 2004,OVA,ChaosProject
11784,1536,1386,Hana yori Dango (Boys Over Flowers),DramaRomanceSchoolShoujo,51,1996-1997,TV,ToeiAnimationVizMediaDiscotek,Hana Yori Dango - The Movie,DramaIdolsJoseiRomance,1,1997,Movie,ToeiAnimation
12112,2419,1444,Captain Future,ActionAdventureSci-FiShounen,52,1978-1979,TV,ToeiAnimation,Future Police Urashiman,FuturisticPersoninaStrangeWorldPoliceSciFi,50,1983,TV,TatsunokoPro.
12389,1165,1485,Ryuugajou Nanana no Maizoukin (TV) Specials,Comedy,6,2014-2014,Special,A-1Pictures,Shattered Angels Specials,,6,2007,DVD Special,
12483,1189,1486,Sora no Manimani Specials (At The Mercy of The Sky Specials),ComedySchoolSliceofLife,3,2009-2009,Special,StudioComet,Kyoshiro to Towa no Sora Specials,,6,2007,DVD Special,
12531,1157,1496,Princess Tutu Recaps,ComedyMagicRomanceShoujo,3,2002-2003,Special,HalFilmMaker,Princess Knight,AdventureFantasyShoujo,52,1967 - 1968,TV,MushiPro
12625,1857,1500,Puchi Puri Yuushi (Petite Princess Yucie),ComedyFantasyMagicShoujo,26,2002-2003,TV,Gainax,Fairy Princess Minky Momo: Yume no Naka no Rondo,Fantasy,1,1985,OVA,AshiProductions
12655,393,1504,Nisekoimonogatari,Music,1,2015-2015,ONA,Shaft,Genji Monogatari Sennenki,BasedonaNovelDramaFeudalJapanJoseinoitaminARomanceSexualContent,11,2009,TV,TezukaProductions
12663,1380,1504,Nisemonogatari,ComedyMysterySupernatural,11,2012-2012,TV,AniplexShaftKodanshaRakuonshaAniplexofAmerica,Genji Monogatari Sennenki,BasedonaNovelDramaFeudalJapanJoseinoitaminARomanceSexualContent,11,2009,TV,TezukaProductions
12679,2461,1504,Heisei Inu Monogatari Bow (Heisei Period Dog Tale Bow),AdventureComedy,40,1993-1994,TV,NipponAnimationDaiichiKoshoCo.,Genji Monogatari Sennenki,BasedonaNovelDramaFeudalJapanJoseinoitaminARomanceSexualContent,11,2009,TV,TezukaProductions
12801,250,1519,Onkyo Seimeitai Noiseman (Noiseman Sound Insect),ActionFantasySci-Fi,1,1997-1997,Movie,Studio4°CBandaiVisual,Tatakae! Chou Robot Seimeitai Transformers Victory,MechaSciFi,38,1989,TV,ToeiAnimation
12869,1632,1533,Majin Tantei Nougami Neuro (Neuro: Supernatural Detective),ComedyDemonsMysteryShounenSupernatural,25,2007-2008,TV,MadhouseVAP,Detective Kun-Kun,AnimalProtagonistsDetectives,1,2006,TV Special,
13198,788,1563,Souryuuden (Legend of the Dragon Kings),DramaMysterySuperPowerSupernatural,12,1991-1993,OVA,KittyFilmsKodanshaFujiTV,Blue Dragon: Trials of the Seven Shadows,AdventureBasedonaVideoGameDragonsFantasyShounen,51,2008 - 2009,TV,StudioPierrot
13232,11,1570,Kaguya-hime no Monogatari (The Tale of the Princess Kaguya),FantasyHistorical,1,2013-2013,Movie,StudioGhibliGKids,Adventures of Horus: Prince of the Sun,Fantasy,1,1968,Movie,ToeiAnimation
13346,487,1591,Mobile Suit Gundam 00 Special Edition,ActionDramaMechaMilitarySci-Fi,3,2009-2010,OVA,SunriseSotsuAgencyAsatsuDKMainichiBroadcasting,Mobile Suit Gundam ZZ: Gundam Frag.,MechaSciFi,2,2009,DVD Special,Sunrise
13476,983,1613,Shakugan no Shana II (Second) Specials,ComedyParody,3,2008-2009,Special,J.C.StaffFUNimationEntertainment,Code Geass: Lelouch of the Rebellion R2 Flash Specials,FlashAnimation,9,2008 - 2009,DVD Special,Sunrise
13545,802,1616,Phantom The Animation (Phantom: The Animation),ActionDramaShounen,3,2004-2004,OVA,KSSMediaBlastersAtelierMusa,The Animated Secret Garden,BasedonaNovel,39,1991 - 1992,TV,Aubec
13609,142,1631,Ashita no Joe (Movie),ActionDramaSports,1,1980-1980,Movie,MushiProductions,Azuki-chan Movie,OriginalWork,1,1995,Movie,MADHOUSE
13667,373,1643,Hetalia World Series,ComedyHistoricalParody,48,2010-2011,ONA,StudioDeenFUNimationEntertainment,Saiunkoku Monogatari 2nd Series,BasedonaLightNovelDramaFantasyPoliticalReverseHaremRomanceShoujo,39,2007,TV,MADHOUSE
13880,127,1659,Tonari no Yamada-kun (My Neighbors the Yamadas),ComedySliceofLife,1,1999-1999,Movie,StudioGhibliTokumaShotenWaltDisneyStudiosGKids,Yamada-kun and the Seven Witches TV,BasedonaMangaBodySwappingComedyGenderBenderRomanceSchoolLifeSupernatural,12,2015,TV,LIDENFILMS
13978,2245,1677,Digimon Frontier,ActionAdventureComedyDramaFantasyShounen,50,2002-2003,TV,ToeiAnimationYomikoAdvertisingFujiTV,Macross Frontier,ActionAliensIdolsOuterSpaceSciFi,25,2007 - 2008,TV,Satelight
14264,1702,1701,Persona 4 The Animation,AdventureMysterySchoolSci-FiSuperPowerSupernatural,25,2011-2012,TV,AniplexAICA.S.T.A.MainichiBroadcastingSentaiFilmworksASCIIMediaWorksIndex,Nyanpire The Animation,AnimalProtagonistsBasedonaDoujinshiComedyFlashAnimationVampires,12,2011,TV,GONZO
14344,1037,1706,Chicchana Yukitsukai Sugar Specials,ComedyMagicShoujoSliceofLife,2,2003-2003,Special,J.C.StaffKadokawaShotenBroccoliTBSPioneerLDCSentaiFilmworks,Glass Fleet Specials,OuterSpaceSciFi,2,,DVD Special,GONZO
14374,1165,1706,Ryuugajou Nanana no Maizoukin (TV) Specials,Comedy,6,2014-2014,Special,A-1Pictures,Glass Fleet Specials,OuterSpaceSciFi,2,,DVD Special,GONZO
14574,496,1744,Mahou Sensei Negima! Shiroki Tsubasa Ala Alba,AdventureComedyEcchiHaremMagicRomanceShounenSupernaturalVampire,3,2008-2009,OVA,Shaft,Angelique - Shiroi Tsubasa no Memoire,BasedonanOtomeGameBasedonaVisualNovelFantasyReverseHarem,2,2000,OVA,Yumeta
14724,1043,1752,Mokke Specials (Mokke Special Episodes),MysterySliceofLifeSupernatural,2,2008-2008,Special,MadhouseKodansha,Ryuugajou Nanana no Maizoukin Specials,,6,2014,DVD Special,A-1Pictures
14827,1094,1753,Ichiban Ushiro no Daimaou Specials,ComedyEcchiFantasyMagicShounen,6,2010-2010,Special,ArtlandMarvelousEntertainmentHobbyJapan,Nanana's Buried Treasure Specials,,6,2014,DVD Special,A-1Pictures
15122,193,1781,Uchuu Senkan Yamato (Movie) (Space Battleship Yamato),DramaMilitarySci-FiSpace,1,1977-1977,Movie,Nonefoundaddsome,Uchuu no Senshi,MilitarySciFi,6,1988,OVA,Sunrise
15203,2320,1795,Hidan no Aria (Aria the Scarlet Ammo),ActionComedyRomanceSchool,12,2011-2011,TV,J.C.StaffFUNimationEntertainmentTBSMagicCapsuleflyingDOG,Aria the Scarlet Ammo Double A,ActionBasedonaMangaGunfights,1+,2015 - ?,TV,Dogakobo
