ID,Title,Episodes,ProductionHouse,Genres,Type,Year,Rating,ProductionHouse_Merged,Genres_Merged
1248,"Haikyuu!! Second Season",25,"['Production I.G', 'Sentai Filmworks']","['Comedy', 'Drama', 'School', 'Shounen', 'Sports']",TV,2015 -2015 ,PG-13,ProductionI.GSentaiFilmworks,ComedyDramaSchoolShounenSports
1246,"Shigatsu wa Kimi no Uso (Your Lie in April)",22,"['Aniplex', 'Dentsu', 'A-1 Pictures', 'Kodansha', 'Fuji TV', 'Aniplex of America']","['Drama', 'Music', 'Romance', 'School', 'Shounen']",TV,2014-2015,PG-13,AniplexDentsuA-1PicturesKodanshaFujiTVAniplexofAmerica,DramaMusicRomanceSchoolShounen
1246,"Shigatsu wa Kimi no Uso (Your Lie in April)",22,"['Aniplex', 'Dentsu', 'A-1 Pictures', 'Kodansha', 'Fuji TV', 'Aniplex of America']","['Drama', 'Music', 'Romance', 'School', 'Shounen']",TV,2014-2015,PG-13,AniplexDentsuA-1PicturesKodanshaFujiTVAniplexofAmerica,DramaMusicRomanceSchoolShounen
996,"Fate/Zero Remix",2,"['Aniplex', 'ufotable', 'Nitroplus', 'Aniplex of America']","['Action', 'Fantasy', 'Supernatural']",Special,2012-2012,R,AniplexufotableNitroplusAniplexofAmerica,ActionFantasySupernatural
902,"Kuroko no Basket 2nd Season NG-shuu",9,"['Production I.G']","['Comedy', 'Sports']",Special,2014-2014,PG-13,ProductionI.G,ComedySports
1264,"Kuroko no Basket 2nd Season (Kuroko&#039;s Basketball 2)",25,"['Production I.G', 'Bandai Visual', 'Lantis', 'NAS', 'Banpresto']","['Comedy', 'School', 'Shounen', 'Sports']",TV,2013-2014,PG-13,ProductionI.GBandaiVisualLantisNASBanpresto,ComedySchoolShounenSports
1257,"Natsume Yuujinchou Shi (Natsume&#039;s Book of Friends Four)",13,"['Aniplex', 'Brains Base', 'NAS', 'NIS America', 'Inc.', 'Sony Music Entertainment']","['Drama', 'Fantasy', 'Shoujo', 'Slice of Life', 'Supernatural']",TV,2012-2012,PG-13,AniplexBrainsBaseNASNISAmericaInc.SonyMusicEntertainment,DramaFantasyShoujoSliceofLifeSupernatural
1257,"Natsume Yuujinchou Shi (Natsume&#039;s Book of Friends Four)",13,"['Aniplex', 'Brains Base', 'NAS', 'NIS America', 'Inc.', 'Sony Music Entertainment']","['Drama', 'Fantasy', 'Shoujo', 'Slice of Life', 'Supernatural']",TV,2012-2012,PG-13,AniplexBrainsBaseNASNISAmericaInc.SonyMusicEntertainment,DramaFantasyShoujoSliceofLifeSupernatural
1253,"Mushishi Zoku Shou (MUSHI-SHI",10,"['Artland', 'Aniplex', 'Aniplex of America']","['Adventure', 'Fantasy', 'Historical', 'Mystery', 'Seinen', 'Slice of Life', 'Supernatural']",TV,2014-2014,PG-13,ArtlandAniplexAniplexofAmerica,AdventureFantasyHistoricalMysterySeinenSliceofLifeSupernatural
1279,"Usagi Drop (Bunny Drop)",11,"['Production I.G', 'Fuji TV', 'NIS America', 'Inc.', 'Sony Music Entertainment', 'Sakura Create', 'Fuji Pacific Music Publishing']","['Josei', 'Slice of Life']",TV,2011-2011,PG-13,ProductionI.GFujiTVNISAmericaInc.SonyMusicEntertainmentSakuraCreateFujiPacificMusicPublishing,JoseiSliceofLife
899,"Usagi Drop Specials",4,"['Production I.G', 'NIS America', 'Inc.']","['Josei', 'Slice of Life']",Special,2011-2012,PG-13,ProductionI.GNISAmericaInc.,JoseiSliceofLife
1279,"Usagi Drop (Bunny Drop)",11,"['Production I.G', 'Fuji TV', 'NIS America', 'Inc.', 'Sony Music Entertainment', 'Sakura Create', 'Fuji Pacific Music Publishing']","['Josei', 'Slice of Life']",TV,2011-2011,PG-13,ProductionI.GFujiTVNISAmericaInc.SonyMusicEntertainmentSakuraCreateFujiPacificMusicPublishing,JoseiSliceofLife
219,"Star Driver the Movie",1,"['Bones', 'Aniplex', 'Dentsu', 'Square Enix', 'Mainichi Broadcasting', 'Bandai Namco Games']","['Action', 'Mecha', 'Shounen']",Movie,2013-2013,PG-13,BonesAniplexDentsuSquareEnixMainichiBroadcastingBandaiNamcoGames,ActionMechaShounen
1249,"Hajime no Ippo (Fighting Spirit)",75,"['Madhouse', 'VAP', 'Geneon Universal Entertainment']","['Comedy', 'Drama', 'Shounen', 'Sports']",TV,2000-2002,PG-13,MadhouseVAPGeneonUniversalEntertainment,ComedyDramaShounenSports
1249,"Hajime no Ippo (Fighting Spirit)",75,"['Madhouse', 'VAP', 'Geneon Universal Entertainment']","['Comedy', 'Drama', 'Shounen', 'Sports']",TV,2000-2002,PG-13,MadhouseVAPGeneonUniversalEntertainment,ComedyDramaShounenSports
1,"Sen to Chihiro no Kamikakushi (Spirited Away)",1,"['Studio Ghibli', 'Studio Hibari', 'Walt Disney Studios', 'GKids']","['Adventure', 'Drama', 'Supernatural']",Movie,2001-2001,G,StudioGhibliStudioHibariWaltDisneyStudiosGKids,AdventureDramaSupernatural
1,"Sen to Chihiro no Kamikakushi (Spirited Away)",1,"['Studio Ghibli', 'Studio Hibari', 'Walt Disney Studios', 'GKids']","['Adventure', 'Drama', 'Supernatural']",Movie,2001-2001,G,StudioGhibliStudioHibariWaltDisneyStudiosGKids,AdventureDramaSupernatural
6,"Hotarubi no Mori e",1,"['Aniplex', 'Brains Base']","['Drama', 'Romance', 'Shoujo', 'Supernatural']",Movie,2011-2011,G,AniplexBrainsBase,DramaRomanceShoujoSupernatural
1438,"Suzumiya Haruhi no Yuuutsu (The Melancholy of Haruhi Suzumiya)",14,"['Kyoto Animation', 'FUNimation Entertainment', 'Lantis', 'Bandai Entertainment', 'Kadokawa Pictures USA']","['Comedy', 'Mystery', 'Parody', 'School', 'Sci-Fi', 'Slice of Life']",TV,2006-2006,PG-13,KyotoAnimationFUNimationEntertainmentLantisBandaiEntertainmentKadokawaPicturesUSA,ComedyMysteryParodySchoolSci-FiSliceofLife
1438,"Suzumiya Haruhi no Yuuutsu (The Melancholy of Haruhi Suzumiya)",14,"['Kyoto Animation', 'FUNimation Entertainment', 'Lantis', 'Bandai Entertainment', 'Kadokawa Pictures USA']","['Comedy', 'Mystery', 'Parody', 'School', 'Sci-Fi', 'Slice of Life']",TV,2006-2006,PG-13,KyotoAnimationFUNimationEntertainmentLantisBandaiEntertainmentKadokawaPicturesUSA,ComedyMysteryParodySchoolSci-FiSliceofLife
970,"Grisaia no Meikyuu Special",1,"['Frontier Works', '8bit']","['Comedy', 'Ecchi']",Special,2015-2015,R+,FrontierWorks8bit,ComedyEcchi
1055,"Grisaia no Rakuen Specials",5,"['None found', 'add some']","['Comedy', 'Ecchi']",Special,2015-2015,R+,Nonefoundaddsome,ComedyEcchi
1110,"Grisaia no Kajitsu Specials",6,"['8bit']","['Comedy', 'Ecchi']",Special,2014-2015,R+,8bit,ComedyEcchi
1428,"Grisaia no Rakuen",10,"['Frontier Works', 'Sentai Filmworks', '8bit']","['Drama', 'Harem', 'Psychological', 'Romance']",TV,2015-2015,R+,FrontierWorksSentaiFilmworks8bit,DramaHaremPsychologicalRomance
1370,"Higurashi no Naku Koro ni (When They Cry)",26,"['Geneon Universal Entertainment', 'Studio Deen', 'Frontier Works', 'Sotsu Agency', 'FUNimation Entertainment', 'DAX Production', 'Sentai Filmworks']","['Horror', 'Mystery', 'Psychological', 'Supernatural', 'Thriller']",TV,2006-2006,R,GeneonUniversalEntertainmentStudioDeenFrontierWorksSotsuAgencyFUNimationEntertainmentDAXProductionSentaiFilmworks,HorrorMysteryPsychologicalSupernaturalThriller
1370,"Higurashi no Naku Koro ni (When They Cry)",26,"['Geneon Universal Entertainment', 'Studio Deen', 'Frontier Works', 'Sotsu Agency', 'FUNimation Entertainment', 'DAX Production', 'Sentai Filmworks']","['Horror', 'Mystery', 'Psychological', 'Supernatural', 'Thriller']",TV,2006-2006,R,GeneonUniversalEntertainmentStudioDeenFrontierWorksSotsuAgencyFUNimationEntertainmentDAXProductionSentaiFilmworks,HorrorMysteryPsychologicalSupernaturalThriller
470,"Noragami OVA",2,"['Bones', 'Avex Entertainment', 'Ai Addiction']","['Action', 'Adventure', 'Shounen']",OVA,2014-2014,PG-13,BonesAvexEntertainmentAiAddiction,ActionAdventureShounen
1426,"Noragami",12,"['Bones', 'Avex Entertainment', 'Dentsu', 'FUNimation Entertainment', 'Shochiku', 'Kodansha', 'Movic', 'Ai Addiction']","['Action', 'Adventure', 'Shounen', 'Supernatural']",TV,2014-2014,PG-13,BonesAvexEntertainmentDentsuFUNimationEntertainmentShochikuKodanshaMovicAiAddiction,ActionAdventureShounenSupernatural
436,"Sekaiichi Hatsukoi OVA",2,"['Studio Deen']","['Comedy', 'Drama', 'Romance', 'Shounen Ai']",OVA,2011-2011,PG-13,StudioDeen,ComedyDramaRomanceShounenAi
1329,"Sekaiichi Hatsukoi 2",12,"['Studio Deen', 'Right Stuf']","['Comedy', 'Drama', 'Romance', 'Shounen Ai']",TV,2011-2011,PG-13,StudioDeenRightStuf,ComedyDramaRomanceShounenAi
1398,"Sekaiichi Hatsukoi",12,"['Studio Deen', 'Lantis']","['Comedy', 'Drama', 'Romance', 'Shounen Ai']",TV,2011-2011,PG-13,StudioDeenLantis,ComedyDramaRomanceShounenAi
895,"Hajime no Ippo Special (Fighting Spirit Special)",1,"['Madhouse', 'VAP', 'Geneon Universal Entertainment']","['Comedy', 'Drama', 'Shounen', 'Sports']",Special,2003-2003,PG-13,MadhouseVAPGeneonUniversalEntertainment,ComedyDramaShounenSports
895,"Hajime no Ippo Special (Fighting Spirit Special)",1,"['Madhouse', 'VAP', 'Geneon Universal Entertainment']","['Comedy', 'Drama', 'Shounen', 'Sports']",Special,2003-2003,PG-13,MadhouseVAPGeneonUniversalEntertainment,ComedyDramaShounenSports
442,"SKET Dance OVA",1,"['Tatsunoko Productions']","['Comedy', 'School', 'Shounen']",OVA,2013-2013,PG-13,TatsunokoProductions,ComedySchoolShounen
129,"Sidonia no Kishi Movie",1,"['Polygon Pictures']","['Action', 'Mecha', 'Sci-Fi', 'Seinen', 'Space']",Movie,2015-2015,R,PolygonPictures,ActionMechaSci-FiSeinenSpace
1383,"Durarara!!x2 Shou",12,"['Aniplex', 'Square Enix', 'Mainichi Broadcasting', 'Movic', 'Aniplex of America', 'ASCII Media Works', 'Studio Shuka ']","['Action', 'Mystery', 'Supernatural']",TV,2015-2015,R,AniplexSquareEnixMainichiBroadcastingMovicAniplexofAmericaASCIIMediaWorksStudioShuka,ActionMysterySupernatural
1427,"Durarara!!x2 Ten",12,"['Aniplex of America', 'Studio Shuka ']","['Action', 'Mystery', 'Supernatural']",TV,2015-2015,R,AniplexofAmericaStudioShuka,ActionMysterySupernatural
1383,"Durarara!!x2 Shou",12,"['Aniplex', 'Square Enix', 'Mainichi Broadcasting', 'Movic', 'Aniplex of America', 'ASCII Media Works', 'Studio Shuka ']","['Action', 'Mystery', 'Supernatural']",TV,2015-2015,R,AniplexSquareEnixMainichiBroadcastingMovicAniplexofAmericaASCIIMediaWorksStudioShuka,ActionMysterySupernatural
1427,"Durarara!!x2 Ten",12,"['Aniplex of America', 'Studio Shuka ']","['Action', 'Mystery', 'Supernatural']",TV,2015-2015,R,AniplexofAmericaStudioShuka,ActionMysterySupernatural
41,"Death Billiards",1,"['Madhouse']","['Game', 'Psychological']",Movie,2013-2013,R,Madhouse,GamePsychological
900,"Gekkan Shoujo Nozaki-kun Specials",6,"['Doga Kobo', 'Media Factory']","['Comedy', 'Romance', 'School']",Special,2014-2015,PG-13,DogaKoboMediaFactory,ComedyRomanceSchool
900,"Gekkan Shoujo Nozaki-kun Specials",6,"['Doga Kobo', 'Media Factory']","['Comedy', 'Romance', 'School']",Special,2014-2015,PG-13,DogaKoboMediaFactory,ComedyRomanceSchool
1011,"Gugure! Kokkuri-san Specials",6,"['TMS Entertainment']","['Comedy', 'Romance', 'Shounen', 'Supernatural']",Special,2014-2015,PG-13,TMSEntertainment,ComedyRomanceShounenSupernatural
1055,"Grisaia no Rakuen Specials",5,"['None found', 'add some']","['Comedy', 'Ecchi']",Special,2015-2015,R+,Nonefoundaddsome,ComedyEcchi
1110,"Grisaia no Kajitsu Specials",6,"['8bit']","['Comedy', 'Ecchi']",Special,2014-2015,R+,8bit,ComedyEcchi
1337,"Gekkan Shoujo Nozaki-kun (Monthly Girls&#039; Nozaki-kun)",12,"['TV Tokyo', 'Frontier Works', 'Doga Kobo', 'Media Factory', 'AT-X', 'Sentai Filmworks', 'Sony Music Communications']","['Comedy', 'Romance', 'School', 'Shounen']",TV,2014-2014,PG-13,TVTokyoFrontierWorksDogaKoboMediaFactoryAT-XSentaiFilmworksSonyMusicCommunications,ComedyRomanceSchoolShounen
26,"Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie",1,"['Aniplex', 'A-1 Pictures', 'Aniplex of America']","['Drama', 'Slice of Life', 'Supernatural']",Movie,2013-2013,PG-13,AniplexA-1PicturesAniplexofAmerica,DramaSliceofLifeSupernatural
2010,"Pokemon XY",93,"['TV Tokyo', 'Oriental Light and Magic', 'The Pokemon Company International']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",TV,2013-2015,PG,TVTokyoOrientalLightandMagicThePokemonCompanyInternational,ActionAdventureComedyFantasyKids
897,"Durarara!! Specials",2,"['Aniplex', 'Brains Base', 'Aniplex of America']","['Action', 'Comedy', 'Supernatural']",Special,2010-2011,R,AniplexBrainsBaseAniplexofAmerica,ActionComedySupernatural
904,"Shiki Specials",2,"['Aniplex', 'Daume', 'FUNimation Entertainment']","['Horror', 'Mystery', 'Supernatural', 'Vampire']",Special,2011-2011,R,AniplexDaumeFUNimationEntertainment,HorrorMysterySupernaturalVampire
1147,"Freezing Specials",6,"['FUNimation Entertainment', 'Media Factory']","['Action', 'Comedy', 'Ecchi']",Special,2011-2011,R+,FUNimationEntertainmentMediaFactory,ActionComedyEcchi
1307,"Durarara!!",24,"['Aniplex', 'Square Enix', 'Brains Base', 'Mainichi Broadcasting', 'Movic', 'Aniplex of America', 'ASCII Media Works', 'Sakura Create']","['Action', 'Mystery', 'Supernatural']",TV,2010-2010,R,AniplexSquareEnixBrainsBaseMainichiBroadcastingMovicAniplexofAmericaASCIIMediaWorksSakuraCreate,ActionMysterySupernatural
60,"Giovanni no Shima (Giovanni&#039;s Island)",1,"['Production I.G', 'Warner Bros.']","['Drama', 'Historical']",Movie,2014-2014,PG-13,ProductionI.GWarnerBros.,DramaHistorical
60,"Giovanni no Shima (Giovanni&#039;s Island)",1,"['Production I.G', 'Warner Bros.']","['Drama', 'Historical']",Movie,2014-2014,PG-13,ProductionI.GWarnerBros.,DramaHistorical
1218,"Gangsta. Recap (Gangsta.)",1,"['Manglobe']","['Action', 'Drama', 'Seinen']",Special,2015-2015,R,Manglobe,ActionDramaSeinen
1667,"Gangsta.",12,"['Bandai Visual', 'Manglobe', 'Frontier Works', 'FUNimation Entertainment']","['Action', 'Drama', 'Seinen']",TV,2015-2015,R,BandaiVisualManglobeFrontierWorksFUNimationEntertainment,ActionDramaSeinen
29,"Stand By Me Doraemon",1,"['Shirogumi', 'Toho Company', 'Shin-Ei Animation', 'Robot']","['Comedy', 'Kids', 'Sci-Fi', 'Shounen']",Movie,2014-2014,PG,ShirogumiTohoCompanyShin-EiAnimationRobot,ComedyKidsSci-FiShounen
1434,"Soul Eater",51,"['Bones', 'TV Tokyo', 'Aniplex', 'Dentsu', 'FUNimation Entertainment', 'Media Factory']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Supernatural']",TV,2008-2009,PG-13,BonesTVTokyoAniplexDentsuFUNimationEntertainmentMediaFactory,ActionAdventureComedyFantasyShounenSupernatural
1444,"Initial D Second Stage",13,"['OB Planning', 'FUNimation Entertainment', 'Fuji TV', 'Pastel']","['Action', 'Cars', 'Drama', 'Seinen', 'Sports']",TV,1999-2000,PG-13,OBPlanningFUNimationEntertainmentFujiTVPastel,ActionCarsDramaSeinenSports
1022,"Tokyo Magnitude 8.0 Recap",1,"['Bones', 'Kinema Citrus', 'Maiden Japan']","['Drama']",Special,2009-2009,PG-13,BonesKinemaCitrusMaidenJapan,Drama
1390,"Tokyo Magnitude 8.0",11,"['Bones', 'Dentsu', 'Fuji TV', 'Toho Company', 'Kinema Citrus', 'Maiden Japan', 'Asmik Ace Entertainment', 'Sony Music Entertainment', 'Sakura Create']","['Drama']",TV,2009-2009,PG-13,BonesDentsuFujiTVTohoCompanyKinemaCitrusMaidenJapanAsmikAceEntertainmentSonyMusicEntertainmentSakuraCreate,Drama
1639,"Doraemon (1979) (Doraemon)",1787,"['TV Asahi', 'Asatsu DK', 'Shin-Ei Animation']","['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Sci-Fi', 'Shounen']",TV,1979-2005,PG,TVAsahiAsatsuDKShin-EiAnimation,AdventureComedyFantasyKidsSci-FiShounen
1113,"Fate/kaleid liner Prisma☆Illya 2wei! Specials",5,"['Lantis', 'Silver Link', 'DAX Production']","['Comedy', 'Ecchi', 'Fantasy', 'Magic']",Special,2014-2015,PG-13,LantisSilverLinkDAXProduction,ComedyEcchiFantasyMagic
1114,"Fate/kaleid liner Prisma☆Illya Specials",5,"['Silver Link']","['Comedy', 'Fantasy', 'Magic']",Special,2013-2014,PG-13,SilverLink,ComedyFantasyMagic
1960,"Fate/kaleid liner Prisma☆Illya 2wei!",10,"['Lantis', 'Silver Link', 'DAX Production', 'Sentai Filmworks']","['Action', 'Comedy', 'Fantasy', 'Magic']",TV,2014-2014,PG-13,LantisSilverLinkDAXProductionSentaiFilmworks,ActionComedyFantasyMagic
274,"Onigamiden (Legend of the Millennium Dragon)",1,"['Studio Pierrot', 'Sony Music Entertainment', 'Atelier Musa']","['Action', 'Demons', 'Supernatural']",Movie,2011-2011,PG-13,StudioPierrotSonyMusicEntertainmentAtelierMusa,ActionDemonsSupernatural
274,"Onigamiden (Legend of the Millennium Dragon)",1,"['Studio Pierrot', 'Sony Music Entertainment', 'Atelier Musa']","['Action', 'Demons', 'Supernatural']",Movie,2011-2011,PG-13,StudioPierrotSonyMusicEntertainmentAtelierMusa,ActionDemonsSupernatural
1104,"Mayoi Neko Overrun! Specials",6,"['AIC']","['Comedy', 'Ecchi']",Special,2010-2010,R+,AIC,ComedyEcchi
2614,"Mayoi Neko Overrun!",13,"['AIC']","['Comedy', 'Harem', 'Romance']",TV,2010-2010,PG-13,AIC,ComedyHaremRomance
2852,"Final Approach",13,"['Trinet Entertainment', 'Zexcs']","['Comedy', 'Drama', 'Romance', 'Slice of Life']",TV,2004-2004,PG-13,TrinetEntertainmentZexcs,ComedyDramaRomanceSliceofLife
2668,"Hurricane Polymar",26,"['Tatsunoko Productions']","['Action', 'Adventure', 'Police', 'Sci-Fi', 'Super Power']",TV,1974-1975,PG-13,TatsunokoProductions,ActionAdventurePoliceSci-FiSuperPower
2517,"Kishin Taisen Gigantic Formula",26,"['Bandai Visual', 'Brains Base', 'TV Tokyo Music']","['Mecha', 'Sci-Fi']",TV,2007-2007,PG-13,BandaiVisualBrainsBaseTVTokyoMusic,MechaSci-Fi
2517,"Kishin Taisen Gigantic Formula",26,"['Bandai Visual', 'Brains Base', 'TV Tokyo Music']","['Mecha', 'Sci-Fi']",TV,2007-2007,PG-13,BandaiVisualBrainsBaseTVTokyoMusic,MechaSci-Fi
2537,"Senkou no Night Raid (Night Raid 1931)",13,"['TV Tokyo', 'Aniplex', 'A-1 Pictures', 'Sentai Filmworks']","['Action', 'Historical', 'Military', 'Super Power']",TV,2010-2010,R,TVTokyoAniplexA-1PicturesSentaiFilmworks,ActionHistoricalMilitarySuperPower
1063,"Senkou no Night Raid Specials (Night Raid 1931 Specials)",3,"['Aniplex', 'A-1 Pictures', 'Sentai Filmworks']","['Action', 'Historical', 'Military', 'Super Power']",Special,2010-2010,R,AniplexA-1PicturesSentaiFilmworks,ActionHistoricalMilitarySuperPower
2537,"Senkou no Night Raid (Night Raid 1931)",13,"['TV Tokyo', 'Aniplex', 'A-1 Pictures', 'Sentai Filmworks']","['Action', 'Historical', 'Military', 'Super Power']",TV,2010-2010,R,TVTokyoAniplexA-1PicturesSentaiFilmworks,ActionHistoricalMilitarySuperPower
1183,"Ghiblies",2,"['Studio Ghibli']","['Comedy']",Special,2000-2002,PG,StudioGhibli,Comedy
1105,"Mokei Senshi Gunpla Builders Beginning G",3,"['Sunrise']","['Action', 'Mecha', 'Sci-Fi', 'Shounen']",Special,2010-2010,G,Sunrise,ActionMechaSci-FiShounen
204,"Venus Wars",1,"['Shochiku', 'Gakken', 'Discotek']","['Action', 'Adventure', 'Sci-Fi', 'Space']",Movie,1989-1989,PG-13,ShochikuGakkenDiscotek,ActionAdventureSci-FiSpace
1063,"Senkou no Night Raid Specials (Night Raid 1931 Specials)",3,"['Aniplex', 'A-1 Pictures', 'Sentai Filmworks']","['Action', 'Historical', 'Military', 'Super Power']",Special,2010-2010,R,AniplexA-1PicturesSentaiFilmworks,ActionHistoricalMilitarySuperPower
2537,"Senkou no Night Raid (Night Raid 1931)",13,"['TV Tokyo', 'Aniplex', 'A-1 Pictures', 'Sentai Filmworks']","['Action', 'Historical', 'Military', 'Super Power']",TV,2010-2010,R,TVTokyoAniplexA-1PicturesSentaiFilmworks,ActionHistoricalMilitarySuperPower
1063,"Senkou no Night Raid Specials (Night Raid 1931 Specials)",3,"['Aniplex', 'A-1 Pictures', 'Sentai Filmworks']","['Action', 'Historical', 'Military', 'Super Power']",Special,2010-2010,R,AniplexA-1PicturesSentaiFilmworks,ActionHistoricalMilitarySuperPower
2537,"Senkou no Night Raid (Night Raid 1931)",13,"['TV Tokyo', 'Aniplex', 'A-1 Pictures', 'Sentai Filmworks']","['Action', 'Historical', 'Military', 'Super Power']",TV,2010-2010,R,TVTokyoAniplexA-1PicturesSentaiFilmworks,ActionHistoricalMilitarySuperPower
2505,"Neo Angelique Abyss",13,"['Yumeta Company', 'Koei', 'Sentai Filmworks']","['Comedy', 'Fantasy', 'Harem', 'Romance', 'Shoujo']",TV,2008-2008,PG-13,YumetaCompanyKoeiSentaiFilmworks,ComedyFantasyHaremRomanceShoujo
2757,"Iketeru Futari",16,"['J.C.Staff', 'TBS']","['Comedy', 'Ecchi', 'Romance', 'School', 'Seinen']",TV,1999-1999,R+,J.C.StaffTBS,ComedyEcchiRomanceSchoolSeinen
775,"DNA² OVA",3,"['Madhouse', 'Bandai Visual', 'Movic', 'Central Park Media', 'Discotek']","['Comedy', 'Drama', 'Sci-Fi']",OVA,1995-1995,PG-13,MadhouseBandaiVisualMovicCentralParkMediaDiscotek,ComedyDramaSci-Fi
1722,"Trapp Ikka Monogatari (The Trapp Family Story)",40,"['Nippon Animation', 'Fuji TV']","['Drama', 'Historical', 'Music', 'Romance']",TV,1991-1991,G,NipponAnimationFujiTV,DramaHistoricalMusicRomance
3081,"Fushigi na Koala Blinky (Noozles)",26,"['Nippon Animation']","['Adventure', 'Comedy', 'Fantasy', 'Kids']",TV,1984-1984,G,NipponAnimation,AdventureComedyFantasyKids
826,"Soukou Kihei Votoms Recaps (Armored Trooper Votoms Recaps)",4,"['Sunrise']","['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",OVA,1986-1988,None,Sunrise,ActionDramaMechaMilitarySci-Fi
826,"Soukou Kihei Votoms Recaps (Armored Trooper Votoms Recaps)",4,"['Sunrise']","['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",OVA,1986-1988,None,Sunrise,ActionDramaMechaMilitarySci-Fi
2344,"Shippuu! Iron Leaguer",52,"['Sunrise']","['Sci-Fi', 'Shounen', 'Sports']",TV,1993-1994,PG-13,Sunrise,Sci-FiShounenSports
