_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genres_Merged,ltable_Episodes,ltable_Year,ltable_Type,ltable_ProductionHouse_Merged,rtable_Title,rtable_Genres_Merged,rtable_Episodes,rtable_Year,rtable_Type,rtable_ProductionHouse_Merged,gold
7348,2969,1281,Gokuu no Daibouken (Adventures of the Monkey King),ComedyFantasy,39,1967-1967,TV,MushiProductions,Fantastic Adventure of Yohko: Leda,ActionAdventureFantasyMechaMusicPersoninaStrangeWorldSciFi,1,1985,OVA,,0
38628,1829,7583,Gokinjo Monogatari (Neighborhood Stories),ComedyDramaRomanceSliceofLife,50,1995-1996,TV,ToeiAnimation,Gokinjo Monogatari,ComedyDramaFashionLoveTriangleRomanceSchoolLifeShoujo,50,1995 - 1996,TV,ToeiAnimation,1
5704,2312,922,Pokemon Advanced Generation (Pokemon Advance),ActionAdventureComedyFantasyKids,192,2002-2006,TV,TVTokyoOrientalLightandMagicShogakukanProductionsVizMedia4KidsEntertainmentThePokemonCompanyInternationalTVTokyoMusicStudioJack,Pokemon: Pikachu's Big Mysterious Adventure,FamilyFriendlyMonsters,1,2010,Other,OLM,0
41379,445,3221,Seto no Hanayome OVA,ComedyParodyRomanceSchool,2,2008-2009,OVA,GonzoAIC,Seto no Hanayome OVA,ComedyMermaids,2,2008 - 2009,OVA,AIC,1
32221,916,6707,Inu x Boku SS Special (Inu X Boku Secret Service Special),ComedyShounenSupernatural,1,2012-2012,Special,AniplexDavidProductionSentaiFilmworks,Dragon Ball Z Special 1: Bardock - The Father of Goku,ActionShounen,1,1990,TV Special,ToeiAnimation,0
16745,237,3143,Genji Monogatari,DramaHistoricalRomance,1,1987-1987,Movie,TVAsahiGroupTAC,Teito Monogatari,BasedonaNovelDemonsExplicitViolenceFantasyHorrorNudityPhysicalAbuseSexualAbuseSupernaturalSuperpowers,4,1991 - 1992,OVA,ToeiAnimation,0
2357,2636,444,Haunted Junction,ComedyShounenSupernatural,12,1997-1997,TV,StudioDeenBandaiEntertainment,Haunted Junction,BasedonaMangaComedyEpisodicSchoolClubSchoolLifeSupernatural,12,1997,TV,StudioDeen,1
27674,1645,5944,Rokka no Yuusha (Rokka: Braves of the Six Flowers),ActionAdventureFantasyMagicMystery,12,2015-2015,TV,PonyCanyonPassionePonycanUSA,Rokka -Braves of the Six Flowers-,ActionAdventureBasedonaLightNovelFantasyMystery,12,2015,TV,Passione,1
16570,3061,3093,Shin Minashigo Hutch (The New Adventures of Hutch the Honeybee),AdventureComedyDrama,26,1974-1974,TV,TatsunokoProductions,Adventures of the Little Koala,AnimalProtagonistsFamilyFriendlyOriginalWork,51,1984 - 1985,TV,TopCraft,0
11450,3105,2063,Anmitsu Hime (Princess Anmitsu),ComedyHistoricalShoujo,51,1986-1987,TV,StudioPierrotFujiPacificMusicPublishing,Elf Princess Rane,ActionAdventureComedyFantasyTreasureHunters,2,1995 - 1996,OVA,KSS,0
8828,1597,1570,Space Cobra (Space Adventure Cobra),ActionAdventureSci-FiSpace,31,1982-1983,TV,TokyoMovieShinshaRightStuf,Adventures of Horus: Prince of the Sun,Fantasy,1,1968,Movie,ToeiAnimation,0
44427,3089,874,Green Green,ComedyEcchiRomanceSchoolSliceofLife,12,2003-2003,TV,StudioMatrixPonyCanyonMediaBlastersMemory-TechPonyCanyonEnterprisesStudioJack,Green Green,BasedonanErogeBasedonaVisualNovelComedyEcchiRomanceSchoolLife,12,2003,TV,StudioMatrix,1
7384,2976,1295,Yume no Hoshi no Button Nose (Dream Star Button Nose),AdventureKids,26,1985-1986,TV,TVAsahiSanrio,New Dream Hunter Rem: Yume no Kishitachi,,1,1990,OVA,StudioZain,0
12049,1229,2124,Gag Manga Biyori Jump Festa 2002 Special,Comedy,1,2002-2002,Special,DAXProduction,Umi Monogatari ~Anata ga Ite Kureta Koto~ Special,Fantasy,1,2010,DVD Special,Zexcs,0
14906,1204,2733,Bakusou Kyoudai Let&#039;s &amp; Go Special,AdventureCarsShounenSports,1,1996-1996,Special,ProductionI.GXebec,Code Geass: Lelouch of the Rebellion Special Edition - Black Rebellion,Recap,1,2008,OVA,,0
9981,170,1775,Pandane to Tamago-hime (Mr. Dough and the Egg Princess),AdventureFantasy,1,2010-2010,Movie,StudioGhibli,"Pokemon: Diancie, Princess of the Diamond Domain",FamilyFriendlyFantasyMonstersShounen,1,2014,Web,OLM,0
52414,2688,1701,Nyanpire The Animation,ComedySupernatural,12,2011-2011,TV,Gonzo,Nyanpire The Animation,AnimalProtagonistsBasedonaDoujinshiComedyFlashAnimationVampires,12,2011,TV,GONZO,1
23107,1119,4832,Machine-Doll wa Kizutsukanai Specials,ActionEcchiFantasySchoolSeinen,6,2013-2014,Special,GencoFUNimationEntertainmentLerche,Seraph of the End Specials,BasedonaMangaComedyOmakeSupernatural,4+,2015 - ?,DVD Special,WitStudio,0
42597,1780,8060,Bishoujo Senshi Sailor Moon SuperS (Sailor Moon SuperS),DramaMagicRomanceShoujo,39,1995-1996,TV,ToeiAnimationTVAsahiVizMedia,Sailor Moon Super S,ComedyFamilyFriendlyMagicalGirlMonster-of-the-weekRomanceShoujo,39,1995 - 1996,TV,ToeiAnimation,1
53007,2715,408,Gad Guard,AdventureMechaSci-FiShounen,26,2003-2003,TV,GonzoHalFilmMakerFUNimationEntertainmentMediaFactoryImagicaAmberFilmWorks,Gad Guard,ActionFuturisticMechaSciFiSeinenSuperpowers,26,2003,TV,GONZO,1
40343,429,5362,Hellsing Ultimate,ActionHorrorMilitarySeinenSupernaturalVampire,10,2006-2012,OVA,MadhouseGeneonUniversalEntertainmentSatelightFUNimationEntertainmentStudioRFInc.Graphinica,Hellsing Ultimate,ActionBasedonaMangaEuropeExplicitViolenceHorrorMaster-ServantRelationshipVampires,10,2006 - 2012,OVA,Graphinica,1
28166,982,6028,Saiunkoku Monogatari Soushuuhen,AdventureComedyDramaFantasyHistoricalRomance,9,2007-2007,Special,Madhouse,Higashi no Eden: Soushuu-hen Air Communication,noitaminA,1,2009,Movie,ProductionI.G,0
19343,1892,3737,Cinderella Monogatari (The Story of Cinderella),AdventureFantasyKidsRomance,26,1996-1996,TV,TatsunokoProductions,Hello Kitty no Cinderella,,1,1989,Movie,,0
6960,1829,1169,Gokinjo Monogatari (Neighborhood Stories),ComedyDramaRomanceSliceofLife,50,1995-1996,TV,ToeiAnimation,Ajimu Kaigan Monogatari,DramaMusicRomance,4,2001,TV Special,Actas,0
24165,1038,5119,Uta Kata Special,DramaFantasyMagicSchool,1,2005-2005,Special,HalFilmMakerSentaiFilmworksgimik,Charlotte Special,OriginalWorkSchoolLifeSupernaturalSuperpowers,DVD Special ,2016,DVD Special,P.A.Works,0
133,2542,42,Ai Shoujo Pollyanna Monogatari,DramaHistoricalSliceofLife,51,1986-1986,TV,NipponAnimation,Monogatari Series: Second Season,BasedonaLightNovel,26,2013,TV,Shaft,0
32694,133,6776,Black Jack the Movie,Drama,1,1996-1996,Movie,TezukaProductions,Black Jack OVA,DramaEpisodic,10,1993 - 1996,OVA,StudioComet,1
53349,1973,9781,Machine-Doll wa Kizutsukanai (Unbreakable Machine-Doll),ActionEcchiFantasySchoolSeinen,12,2013-2013,TV,GencoFUNimationEntertainmentMediaFactoryAT-XLercheShowgate,Unbreakable Machine-Doll Specials,,6,2013 - 2014,DVD Special,Lerche,1
33926,900,6970,Gekkan Shoujo Nozaki-kun Specials,ComedyRomanceSchool,6,2014-2015,Special,DogaKoboMediaFactory,Tentai Senshi Sunred Specials,BasedonaMangaComedyMonstersParody,4,2009,DVD Special,AICA.S.T.A.,0
16699,989,3131,Black Cat Special,ActionComedyShounen,1,2006-2006,Special,GonzoGDHFUNimationEntertainment,Blue Exorcist Movie Special,Comedy,1,2012,Other,,0
3641,1720,661,Tatakae! Chou Robot Seimeitai Transformers,AdventureMechaSci-FiShounen,98,1985-1987,TV,ToeiAnimationHasbroAKOM,Beast Wars II Chou Seimeitai Transformers,RobotsSciFi,43,1998 - 1999,TV,AshiProductions,0
28026,993,6004,Mahoromatic Summer Special,ComedyEcchiRomanceSci-Fi,1,2003-2003,Special,GainaxShaftSentaiFilmworks,Mobile Suit Gundam 00 Special Edition II: End of World,,1,2009,OVA,Sunrise,0
21084,2626,4210,Maple Town Monogatari (Maple Town),FantasySliceofLife,52,1986-1987,TV,ToeiAnimation,Shin Maple Town Monogatari: Palm Town Hen - Konnichiwa! Atarashii Machi,AnimalProtagonistsFamilyFriendly,1,1987,Movie,ToeiAnimation,1
40262,428,5357,Ginga Eiyuu Densetsu,DramaMilitarySci-FiSpace,110,1988-1997,OVA,ArtlandKittyFilmsSentaiFilmworks,Ginga Eiyuu Densetsu,BasedonaNovelDramaMilitaryOuterSpacePoliticalSciFiSpaceOperaWar,110,1988 - 1997,OVA,KittyFilms,1
4627,2904,777,Shirayuki Hime no Densetsu (The Legend of Snow White),AdventureFantasyRomance,52,1994-1995,TV,TatsunokoProductions,Dragon Quest: ~Legend of the Hero Abel~,,43,1989 - 1991,TV,,0
4709,1079,802,Terra e... Specials,AdventureDramaSci-Fi,3,2007 to 2008-2007 to 2008,Special,MinamiMachiBugyousho,Sky Girls Specials,,9,2007 - 2008,DVD Special,J.C.Staff,0
4339,1025,759,Senyuu. Specials,ActionComedyFantasyShounen,4,2013-2013,Special,OrdetLIDENFILMS,Angel Tales Specials,AngelsFantasyHaremOriginalWorkRomance,2,2002,DVD Special,Wonderfarm,0
37976,365,1572,Aisubeki Mirai e,Music,1,2009-2009,Music,Nonefoundaddsome,Aisubeki Mirai e,Environmental,1,2009,Music Video,,1
53757,2734,2624,Yuusha Raideen,ActionAdventureMechaSci-FiShounen,50,1975-1976,TV,Sunrise,Yuusha Raideen,ActionMechaMonster-of-the-week,50,1975 - 1976,TV,Sunrise,1
38438,381,7221,Rain Town,Drama,1,2011-2011,ONA,Nonefoundaddsome,Rain Town,DramaOriginalWorkRobotsShorts,1,2011,Web,,1
46233,3130,1565,Akikan!,ComedyEcchiFantasyRomance,12,2009-2009,TV,BrainsBaseHalfH.PStudioSentaiFilmworks,Akikan!,BasedonaLightNovelComedyEcchiSeinenSuddenGirlfriendAppearanceSuperpowers,12,2009,TV,Brains-Base,1
14466,1100,2615,Cluster Edge Specials,ActionFantasyMilitarySci-Fi,3,2006-2006,Special,SentaiFilmworks,Pretty Rhythm: Aurora Dream Specials,IdolsMusic,51,2011 - 2012,DVD Special,TatsunokoPro.,0
18350,1299,3467,Samurai Champloo,ActionAdventureComedyHistoricalSamuraiShounen,26,2004-2005,TV,GeneonUniversalEntertainmentManglobeFUNimationEntertainmentVictorEntertainmentFujiTVBarnumStudioTokumaShotenflyingDOG,Coffee Samurai,ComedyRomance,1,2009,TV Special,CoMixWaveInc.,0
13114,1519,2306,Mobile Suit Gundam Seed,ActionDramaMechaMilitaryRomanceSci-FiSpace,50,2002-2003,TV,SunriseAsatsuDKMainichiBroadcastingBandaiEntertainmentSonyMusicEntertainmentAtelierMusa,Mobile Suit SD Gundam Mk III,ComedyMechaNinjaParody,5,1989,OVA,Sunrise,0
52690,2695,9150,DearS,ComedyEcchiHaremRomanceSci-Fi,12,2004-2004,TV,BandaiVisualHalFilmMakerDaumeGencoLantisDiscotek,DearS,AliensBasedonaMangaComedyEcchiSciFiSuddenGirlfriendAppearance,12,2004,TV,HalFilmMaker,1
22982,467,4813,School Rumble Ichi Gakki Hoshuu,ComedyRomanceSchoolShounen,2,2005-2005,OVA,FUNimationEntertainmentStudioCometStudioJack,School Rumble: Ichi Gakki Hoshuu,ComedySchoolLife,2,2005,OVA,StudioComet,1
49901,2977,1700,Arc the Lad,ActionAdventureFantasyHorrorSci-Fi,26,1999-1999,TV,BeeTrainSonyPicturesEntertainmentAniplexADVFilms,Arc the Lad,AdventureBasedonaVideoGameFantasyMagic,26,1999,TV,BEETRAIN,1
13023,1094,2302,Ichiban Ushiro no Daimaou Specials,ComedyEcchiFantasyMagicShounen,6,2010-2010,Special,ArtlandMarvelousEntertainmentHobbyJapan,Souten no Ken Specials,,4,2007,DVD Special,,0
14961,951,2747,Shigofumi Special (Shigofumi: Letters from the Departed Special),DramaFantasyPsychologicalThriller,1,2008-2008,Special,J.C.StaffBandaiVisualGencoSentaiFilmworks,Transformers: Superlink Special,Mecha,1,2004,TV Special,Actas,0
38440,382,7515,Aru Tabibito no Nikki,AdventureFantasy,6,2003-2003,ONA,Robot,Aru Tabibito no Nikki,AbstractAdventureFantasyOriginalWork,6,2003,Web,Robot,1
54083,2753,2074,Bakegyamon,ActionGameShounen,51,2006-2007,TV,Radix,Bakegyamon,ActionAdventureBasedonaMangaFantasyMonstersPersoninaStrangeWorldShounen,51,2006 - 2007,TV,Radix,1
48778,3046,3707,Chogattai Majutsu Robot Ginguiser,AdventureMechaSci-FiShounen,26,1977-1977,TV,NipponAnimation,Chogattai Majutsu Robot Ginguiser,Mecha,26,1977,TV,,1
29979,992,6305,Shakugan no Shana III (Final) Specials,ComedyParody,2,2012-2012,Special,J.C.StaffFUNimationEntertainment,Nodame Cantabile: Special Lesson,ComedyJoseiRomance,1,2008,DVD Special,J.C.Staff,0
7153,1058,1248,Shakugan no Shana S Specials,ComedyParody,4,2009-2010,Special,J.C.StaffFUNimationEntertainment,Moetan Specials,,2,2007 - 2008,DVD Special,Actus,0
47875,3032,976,Zoids Fuzors,AdventureMechaSci-FiShounen,26,2004-2005,TV,TokyoKids,Zoids Fuzors,ActionCombiningMechaMecha,26,2004 - 2005,TV,TokyoKids,1
8077,905,1451,Nodame Cantabile Finale Special,ComedyJoseiMusicRomance,1,2010-2010,Special,J.C.Staff,Onii-chan no Koto Nanka Zenzen Suki Janain Dakara ne!! Special,Ecchi,1,2011,DVD Special,Zexcs,0
53750,2732,1391,Nobunaga the Fool,ActionHistoricalMechaSci-Fi,24,2014-2014,TV,TVTokyoSatelightLantisMediaFactorySentaiFilmworks,Nobunaga the Fool,ActionMechaSciFi,24,2014,TV,Satelight,1
30843,1615,6464,Hayate no Gotoku! (Hayate the Combat Butler),ActionComedyHaremParodyRomance,52,2007-2008,TV,TVTokyoShogakukanProductionsSynergySPStudioTulipBandaiEntertainmentSentaiFilmworks,Hayate the Combat Butler!,BasedonaMangaComedyDebtMaidsParodyRomanceTsundere,52,2007 - 2008,TV,SynergySP,1
11270,1179,2026,Etotama Specials,ActionComedyFantasy,6,2015-2015,Special,ShirogumiEncourageFilms,Softenni Specials,EcchiNudity,6,2011,DVD Special,XEBEC,0
35020,2406,7101,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,ComedyEcchiFantasyRomance,12,2013-2013,TV,AsreadSentaiFilmworks,Kimi ga Aruji de Shitsuji ga Ore de,BasedonanErogeBasedonaVisualNovelComedyEcchiHaremIncestMaidsNudityPantyShotsShoujo-ai,13,2008,TV,A.C.G.T.,0
17037,1961,3216,Groove Adventure Rave (Rave Master),AdventureComedyFantasyRomanceShounen,51,2001-2002,TV,StudioDeenTBSKodanshaTOKYOPOP,Adventures of the Polar Cubs,AdventureAnimalProtagonistsBasedonaNovelFamilyFriendly,1,1979,Movie,MushiPro,0
7744,951,1354,Shigofumi Special (Shigofumi: Letters from the Departed Special),DramaFantasyPsychologicalThriller,1,2008-2008,Special,J.C.StaffBandaiVisualGencoSentaiFilmworks,Giant Robo: Ginrei Special,ComedyFuturisticMechaParodySciFi,3,1994 - 1995,OVA,,0
12645,1143,2239,Mouryou no Hako Special,MysterySeinenSupernaturalThriller,1,2009-2009,Special,Madhouse,Genei wo Kakeru Taiyou Special,FantasyMagicalGirl,1,2013,DVD Special,AIC,0
34234,220,6998,Jigoku Sensei Nube (Movie) (Hell Teacher Nube),AdventureComedyHorrorSchoolShounenSupernatural,1,1996-1996,Movie,ToeiAnimation,Please Teacher: Secret Couple,AliensEcchiRomance,1,2002,OVA,Daume,0
50085,2979,1719,Heavy Object,ActionMechaMilitarySci-Fi,Unknown,2015 -2015 ,TV,J.C.StaffFUNimationEntertainmentMagicCapsuleSANZIGEN,Heavy Object,ActionBasedonaLightNovelMilitarySciFi,2+,2015 - ?,TV,J.C.Staff,1
26508,1386,5629,Ore Monogatari!! (My Love Story!!),ComedyRomanceShoujo,24,2015-2015,TV,MadhouseVAPSentaiFilmworksNipponTelevisionNetworkCorporation,Xiongmao Monogatari Tao Tao,,1,1981,Movie,1981,0
51808,2672,3552,Keroro,ComedySci-FiShounen,23,2014-2014,TV,Sunrise,Keroro,AliensComedy,23,2014,TV,Sunrise,1
39321,406,8870,Azumanga Web Daioh,ComedySchoolSliceofLife,1,2000-2000,ONA,J.C.Staff,Azumanga Web Daioh,BasedonaMangaComedySchoolLifeShorts,1,2002,Other,J.C.Staff,1
42493,3067,3158,Go! Go! Itsutsugo Land,School,50,2001-2002,TV,Eiken,Go! Go! Itsutsugo Land,,50,2001 - 2002,TV,Eiken,1
7389,255,1300,Hello Kitty no Cinderella (Hello Kitty in Cinderella),FantasyKids,1,1989-1989,Movie,TohoCompany,The iDOLM@STER: Onegai Cinderella,Idols,1,2013,Music Video,A-1Pictures,0
50542,2989,1000,Galaxy Angel Rune,ComedySci-Fi,13,2006-2006,TV,MadhouseBandaiVisualSatelightBroccoliSunnySideUp,Galaxy Angel Rune,ComedyOuterSpaceSciFi,13,2006,TV,Satelight,1
20982,997,4160,Ichigo Mashimaro Episode 0,Comedy,1,2005-2005,Special,Daume,Marie & Gali Episode 0,,1,2008,TV Special,ToeiAnimation,0
9327,1829,1686,Gokinjo Monogatari (Neighborhood Stories),ComedyDramaRomanceSliceofLife,50,1995-1996,TV,ToeiAnimation,Entaku no Kishi Monogatari: Moero Arthur,,30,1979 - 1980,TV,ToeiAnimation,0
10943,3010,1952,Moetan,ComedyEcchiMagicSchool,12,2007-2007,TV,ActasLantis,Moetan,EcchiMoePantyShots,12,2007,TV,Actus,1
16034,904,2949,Shiki Specials,HorrorMysterySupernaturalVampire,2,2011-2011,Special,AniplexDaumeFUNimationEntertainment,Love Love? Specials,,4,2004,DVD Special,,0
54093,2755,926,Betterman,ActionAdventureComedyDramaHorrorMechaMysteryPsychologicalSci-FiShounen,26,1999-1999,TV,SunriseBandaiEntertainmentSentaiFilmworks,Betterman,MechaSciFi,26,1999,TV,Sunrise,1
16447,1848,3034,Akage no Anne (Anne of Green Gables),DramaHistoricalShoujoSliceofLife,50,1979-1979,TV,NipponAnimation,Akage no Anne: Green Gables e no Michi,BasedonaNovel,1,2010,Movie,NipponAnimation,0
53081,2718,3280,Kyouryuu Daisensou Aizenborg,ActionMecha,39,1977-1978,TV,TVTokyoTsuburayaProductions,Kyouryuu Daisensou Aizenborg,,39,1977 - 1978,TV,,1
48942,3052,632,Coppelion,ActionSci-FiSeinen,13,2013-2013,TV,StarchildRecordsVizMediaGoHands,Coppelion,ActionBasedonaMangaEnvironmentalMilitaryPost-apocalypticSciFiSeinen,13,2013,TV,GoHands,1
14630,916,2671,Inu x Boku SS Special (Inu X Boku Secret Service Special),ComedyShounenSupernatural,1,2012-2012,Special,AniplexDavidProductionSentaiFilmworks,Dengeki Bunko 2007 Movie Festival Special,,1,2007,Other,,0
38895,391,8361,Halo Legends,ActionDramaMilitarySci-Fi,9,2009-2010,ONA,BonesBeeTrainProductionI.GStudio4°CToeiAnimationCasioEntertainmentWarnerBros.,Halo Legends,ActionBasedonaVideoGameCollectionsMilitarySciFi,8,2009 - 2010,OVA,ProductionI.G,1
42634,3071,2590,Sonic X,AdventureComedyKidsMechaSci-FiShounen,78,2003-2004,TV,TMSEntertainment4KidsEntertainmentDiscotek,Sonic X,ActionAdventureAnimalProtagonistsFamilyFriendlySciFi,78,2003 - 2004,TV,TMSEntertainment,1
37227,356,3016,Take Your Way,ActionMusicSeinenSupernatural,1,2013-2013,Music,NAZ,Take Your Way,Vocaloid,1,2013,Music Video,,1
10723,1503,1906,Yamada-kun to 7-nin no Majo (TV) (Yamada-kun and the Seven Witches),ComedyHaremMysteryRomanceSchoolShounenSupernatural,12,2015-2015,TV,LIDENFILMS,Jack and the Beanstalk (Koji MORIMOTO),AdventureFantasyShorts,1,1989,OVA,Studio4\xc2\xb0C,0
51158,2999,494,Stella Jogakuin Koutou-ka C_-bu,MilitarySchoolSports,13,2013-2013,TV,GainaxPonyCanyonTBSSentaiFilmworks,Stella Jogakuin Koutou-ka C_-bu,BasedonaMangaComedyGunfightsSchoolClubSchoolLifeSeinenSports,13,2013,TV,Gainax,1
32521,1991,6744,Uragiri wa Boku no Namae wo Shitteiru (Betrayal Knows My Name),AdventureDramaFantasyShoujoShounenAi,24,2010-2010,TV,J.C.Staff,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,BasedonaLightNovelMystery,1+,2015 - ?,TV,TROYCA,0
46032,3122,2378,The Ultraman,ActionSci-FiShounenSpaceSuperPower,50,1979-1980,TV,ProductionReed,The Ultraman,ActionJapanAnimatorsExhibitionMonstersSciFiShortsSuperpowers,1,2015,Web,StudioKhara,1
305,917,77,Utawarerumono Specials,ActionComedyDramaFantasy,6,2006-2007,Special,OrientalLightandMagicLantis,Monthly Girls' Nozaki-kun Specials,BasedonaMangaComedySchoolLife,6,2014 - 2015,DVD Special,Dogakobo,0
22595,1880,4657,Hentai Ouji to Warawanai Neko.,ComedyHaremRomanceSchoolSeinenSupernatural,12,2013-2013,TV,J.C.StaffFrontierWorksMediaFactorySentaiFilmworks,TWIN CROSS: Bokuha Kimiwo Warawanai,,1,2013,Music Video,,0
48618,3043,1309,Venus Versus Virus,DramaRomanceSupernatural,12,2007-2007,TV,ADVFilmsStudioHibariFUNimationEntertainmentTBSVenusVangardHalfH.PStudioBS-i,Venus Versus Virus,ActionBasedonaMangaDramaGunfightsSchoolLifeSupernatural,12,2007,TV,StudioHibari,1
10609,759,1872,Super Robot Taisen OG The Animation,MechaSci-FiShounenSpace,3,2005-2005,OVA,BandaiVisualMediaBlasters,Ragnarok: The Animation,AdventureBasedonaVideoGameFantasyRPG,26,2004,TV,G&GEntertainment,0
13007,1021,2302,Pokemon Diamond &amp; Pearl Specials,ActionComedyFantasyKids,2,2011-2011,Special,OrientalLightandMagic,Souten no Ken Specials,,4,2007,DVD Special,,0
50477,2984,1417,Softenni,ComedyEcchiSchoolSports,12,2011-2011,TV,XebecGeneonUniversalEntertainmentLantisAT-XTheKlockWorxStudioMausu,Softenni,BasedonaMangaComedyEcchiPantyShotsSportsTennis,12,2011,TV,XEBEC,1
19173,559,3700,Bishoujo Senshi Sailor Moon Memorial,DemonsMagicRomanceShoujo,5,1998-1999,OVA,ToeiAnimation,Bishoujo Mobage: Mobami-chan,Promotional,1,2014,Other,StudioTrigger,0
33547,1920,6935,Uchuu no Stellvia (Stellvia of the Universe),ActionRomanceSci-FiSpace,26,2003-2003,TV,XebecTVTokyoMusic,Stellvia of the Universe,ActionOriginalWorkOuterSpaceRomanceSchoolLifeSciFi,26,2003,TV,XEBEC,1
53875,2745,4028,Cross Fight B-Daman eS,Kids,52,2012-2013,TV,TVTokyod-rights,Cross Fight B-Daman eS,ActionAdventureBasedonaMangaBasedonaVideoGameFamilyFriendlyFantasyShounen,52,2012 - 2013,TV,SynergySP,1
8318,68,1487,Ginga Tetsudou 999 (Movie),AdventureDramaFantasySci-FiSpace,1,1979-1979,Movie,ToeiAnimationDiscotek,Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseruka!!,BasedonaMangaSciFiTrains,1,1980,Other,,0
38105,369,2060,Transfer,ActionMusic,1,2012-2012,Music,Nonefoundaddsome,Transfer,Vocaloid,1,2012,Music Video,,1
5237,1047,856,Thermae Romae Specials,ComedyHistoricalSeinen,2,2012-2012,Special,DLE,Comic Party Specials,,4,2003,DVD Special,OLM,0
54188,2760,651,Kemeko Deluxe!,ActionComedyEcchiRomanceSchoolSci-FiShounen,12,2008-2008,TV,GeneonUniversalEntertainmentHalFilmMakerYTVTheKlockWorxACCreateYomiuriAdvertising,Kemeko Deluxe!,BasedonaMangaComedyEcchi,12,2008,TV,HalFilmMaker,1
