Hunter,1,0,0,0,0,110,1,0,0,0
Hunter,1,0,0,0,0,110,1,0,0,0
Hunter,1,0,0,0,0,110,1,0,0,0
Hunter,1,0,0,0,0,110,1,0,0,0
Hunter,1,0,0,0,0,110,1,0,0,0
Hunter,1,0,0,0,0,110,1,0,0,0
Hunter,1,0,0,0,0,110,1,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
s exist,0,1,0,0,0,121,2,0,2,0
Shiroe,1,0,0,0,0,121,1,0,0,1
Shiroe,1,0,0,0,0,121,1,0,0,1
Naotsugu,1,1,0,0,0,121,1,0,0,1
Akatsuki,1,1,0,0,0,121,1,0,0,1
Shiroe,1,0,0,0,0,121,1,0,0,1
MMORPG,0,1,0,0,0,121,1,1,0,0
Elder Tale,1,1,0,0,0,121,2,0,0,0
Akihabara,1,1,0,0,0,121,1,0,0,0
Log Horizon,1,1,0,0,0,121,2,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
city of,0,1,0,0,0,121,2,0,2,0
Fuu Kasumi,1,1,0,0,0,121,2,0,0,1
Fuu,1,0,0,0,0,121,1,0,0,1
Mugen,1,0,0,0,0,121,1,0,0,1
Mugen,1,0,0,0,0,121,1,0,0,1
Jin,1,0,0,0,0,121,1,0,0,1
Fuu,1,0,0,0,0,121,1,0,0,1
Fuu,1,0,0,0,0,121,1,0,0,1
Mugen,1,0,0,0,0,121,1,0,0,1
Jin,1,0,0,0,0,121,1,0,0,1
Samurai Champloo,1,1,0,0,0,121,2,0,0,1
Edo,1,0,0,0,0,110,1,0,0,0
Japan,1,1,0,0,0,110,1,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
an alternate,0,1,0,0,0,121,2,0,2,0
Gokuu,1,0,0,0,0,121,1,0,0,1
Raditz,1,0,0,0,0,121,1,0,0,1
Gokuu,1,0,0,0,0,121,1,0,0,1
Gokuu,1,0,0,0,0,121,1,0,0,1
Gokuu,1,0,0,0,0,121,1,0,0,1
Gokuu,1,0,0,0,0,121,1,0,0,1
Raditz,1,0,0,0,0,121,1,0,0,1
Gokuu,1,0,0,0,0,121,1,0,0,1
World Martial Arts,1,1,0,0,1,121,3,0,0,0
Saiyan,1,1,0,0,0,121,1,0,0,0
Earth,1,0,0,0,0,110,1,0,0,0
Earth,1,0,0,0,0,110,1,0,0,0
Earth,1,0,0,0,0,110,1,0,0,0
Dragon Ball Z.,1,1,0,0,0,121,3,1,0,0
MAL,0,1,0,0,0,121,1,1,0,0
purpose was,0,1,0,0,0,121,2,0,2,0
Bell Cranel,1,1,0,0,0,121,2,0,0,1
Hestia,1,1,1,0,0,110,1,0,0,1
Bell,1,1,0,0,0,110,1,0,0,1
Life,1,1,0,0,0,110,1,0,0,0
Orario,1,0,0,0,0,121,1,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
on a,0,1,0,0,0,121,2,0,2,0
Holy Knights,1,0,0,0,1,121,2,0,0,1
Knights,1,0,0,0,1,110,1,0,0,1
Holy Knights,1,0,0,0,1,121,2,0,0,1
Holy Knights,1,0,0,0,1,121,2,0,0,1
Liones,1,1,0,0,0,121,1,0,0,1
Nanatsu,1,1,0,0,0,121,1,0,0,1
Taizai,1,0,0,0,0,121,1,0,0,1
Elizabeth,1,1,0,0,0,110,1,0,0,1
Holy Knights,1,0,0,0,1,121,2,0,0,1
Middle,1,1,0,0,0,110,1,0,0,0
Britannia,1,0,0,0,0,121,1,0,0,0
Britannia,1,0,0,0,0,121,1,0,0,0
Liones,1,1,0,0,0,121,1,0,0,0
Kingdom,1,0,0,1,1,110,1,0,0,0
Kingdom,1,0,0,1,1,110,1,0,0,0
Liones,1,1,0,0,0,121,1,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
her search,0,1,0,0,0,121,2,0,2,0
Kazuto Kirigaya,1,1,0,0,0,121,2,0,0,1
Kirito,1,1,0,0,0,121,1,0,0,1
Kirito,1,1,0,0,0,121,1,0,0,1
Asuna Yuuki,1,1,0,0,0,121,2,0,0,1
Kirito,1,1,0,0,0,121,1,0,0,1
Sword Art Online,1,0,0,0,0,121,3,0,0,0
SAO,0,1,0,0,0,121,1,1,0,0
NerveGear,0,1,0,0,0,121,1,0,0,0
Aincrad,1,1,0,0,0,121,1,0,0,0
Aincrad,1,1,0,0,0,121,1,0,0,0
Sword Art Online,1,0,0,0,0,121,3,0,0,0
Aincrad,1,1,0,0,0,121,1,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
and hopefully,0,1,0,0,0,121,2,0,2,0
Louise,1,0,0,0,0,121,1,0,0,1
Louise,1,0,0,0,0,121,1,0,0,1
Louise,1,0,0,0,0,121,1,0,0,1
Zero,1,0,0,0,1,110,1,0,0,1
Louise,1,0,0,0,0,121,1,0,0,1
Saito Hiraga,1,1,0,0,0,121,2,0,0,1
Louise,1,0,0,0,0,121,1,0,0,1
Saito,1,0,0,0,0,121,1,0,0,1
Saito,1,0,0,0,0,121,1,0,0,1
Gandalfr,1,1,0,0,0,121,1,0,0,1
Zero,1,0,0,0,1,110,1,0,0,1
Saito,1,0,0,0,0,121,1,0,0,1
Louise,1,0,0,0,0,121,1,0,0,1
Tristain Academy,1,1,0,0,0,121,2,0,0,0
Wild,1,1,0,0,0,110,1,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
Françoise Le,0,1,0,0,0,121,2,0,0,0
Ashitaka,1,0,0,0,0,121,1,0,0,1
Ashitaka,1,0,0,0,0,121,1,0,0,1
Lady Eboshi,1,1,0,0,0,121,2,0,0,1
Princess San,1,0,0,0,0,121,2,0,0,1
Ashitaka,1,0,0,0,0,121,1,0,0,1
Princess Mononoke,1,1,0,0,0,121,2,0,0,1
Emishi,1,0,0,0,0,121,1,0,0,0
Tatara,1,1,0,0,0,121,1,0,0,0
Iron Town,1,1,1,0,1,121,2,0,0,0
Tatara,1,1,0,0,0,121,1,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
he finds,0,1,0,0,0,121,2,0,2,0
Howl,1,0,0,0,0,110,1,0,0,1
Sophie Hatter,1,1,0,0,0,121,2,0,0,1
Sophie,1,1,0,0,0,121,1,0,0,1
Sophie,1,1,0,0,0,121,1,0,0,1
Howl,1,0,0,0,0,110,1,0,0,1
Sophie,1,1,0,0,0,121,1,0,0,1
Howl,1,0,0,0,0,110,1,0,0,1
Waste,1,1,0,0,1,110,1,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
creaking joints,0,1,0,0,0,121,2,0,2,0
Holo,1,0,0,0,0,121,1,0,0,1
Holo,1,0,0,0,0,121,1,0,0,1
Wise Wolf,1,1,0,0,0,121,2,0,0,1
Kraft Lawrence,1,0,0,0,0,121,2,0,0,1
Holo,1,0,0,0,0,121,1,0,0,1
Holo,1,0,0,0,0,121,1,0,0,1
Lawrence,1,0,0,0,0,110,1,0,0,1
Lawrence,1,0,0,0,0,110,1,0,0,1
Holo,1,0,0,0,0,121,1,0,0,1
Pasloe,1,0,0,0,0,121,1,0,0,0
Yoitsu,1,1,0,0,0,121,1,0,0,0
Pasloe,1,0,0,0,0,121,1,0,0,0
Yoitsu,1,1,0,0,0,121,1,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
inches closer,0,1,0,0,0,121,2,0,2,0
Millennium Earl,1,1,0,0,1,121,2,0,0,1
Allen Walker,1,1,0,0,0,121,2,0,0,1
Millennium Earl,1,1,0,0,1,121,2,0,0,1
Exorcist,1,1,0,0,0,110,1,0,0,1
Allen,1,0,0,0,0,110,1,0,0,1
Exorcist,1,1,0,0,0,110,1,0,0,1
Millennium Earl,1,1,0,0,1,121,2,0,0,1
Akuma,1,0,0,0,0,121,1,0,0,0
Akuma,1,0,0,0,0,121,1,0,0,0
Akuma,1,0,0,0,0,121,1,0,0,0
Innocence,1,1,1,0,0,110,1,0,0,0
General Cross,1,1,0,0,0,121,2,0,0,0
Black Order,1,1,0,0,1,121,2,0,0,0
Akuma,1,0,0,0,0,121,1,0,0,0
Akuma,1,0,0,0,0,121,1,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
as he,0,1,0,0,0,121,2,0,2,0
Aladdin,1,0,0,0,0,110,1,0,0,1
Ugo,1,1,0,0,0,121,1,0,0,1
Aladdin,1,0,0,0,0,110,1,0,0,1
Aladdin,1,0,0,0,0,110,1,0,0,1
Alibaba Saluja,1,0,0,0,0,121,2,0,0,1
Alibaba,1,1,0,0,0,121,1,0,0,1
Dungeons,1,1,0,0,0,110,1,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
upon finally,0,1,0,0,0,121,2,0,2,0
Gokuu Son,1,1,0,0,0,121,2,0,0,1
Bulma,1,0,0,0,0,121,1,0,0,1
Bulma,1,0,0,0,0,121,1,0,0,1
Gokuu,1,0,0,0,0,121,1,0,0,1
Bulma,1,0,0,0,0,121,1,0,0,1
Muten-Roshi,1,0,0,0,0,121,1,0,0,1
Kuririn,1,1,0,0,0,121,1,0,0,1
Gokuu,1,0,0,0,0,121,1,0,0,1
Dragon Balls,1,1,0,0,0,121,2,0,0,0
dragon,0,1,0,0,1,110,1,0,1,0
dragon,0,1,0,0,1,110,1,0,1,0
Martial Arts Tournament,1,1,1,0,0,121,3,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
for a,0,1,0,0,0,121,2,0,2,0
Yato,1,0,0,0,0,121,1,0,0,1
Yukine,1,0,0,0,0,121,1,0,0,1
Regalia,1,1,0,0,0,110,1,0,0,1
Yato,1,0,0,0,0,121,1,0,0,1
Hiyori Iki,1,1,0,0,0,121,2,0,0,1
Yato,1,0,0,0,0,121,1,0,0,1
Noragami Aragoto,1,1,0,0,0,121,2,0,0,1
Yato,1,0,0,0,0,121,1,0,0,1
Bishamon,1,1,0,0,0,121,1,0,0,1
Yato,1,0,0,0,0,121,1,0,0,1
Bishamon,1,1,0,0,0,121,1,0,0,1
Regalia,1,1,0,0,0,110,1,0,0,1
Kazuma,1,1,0,0,0,121,1,0,0,1
Yato,1,0,0,0,0,121,1,0,0,1
MAL,0,1,0,0,0,121,1,1,0,0
yen apiece,0,1,0,0,0,121,2,0,2,0
Yoma,1,1,0,0,0,121,1,0,0,1
Silver Eyed Witches,1,1,0,0,0,121,3,0,0,1
Claymores,1,1,0,0,0,110,1,0,0,1
Raki,1,0,0,0,0,121,1,0,0,1
Yoma,1,1,0,0,0,121,1,0,0,1
Claymore,1,1,0,0,1,110,1,0,0,1
Clare,1,0,0,0,0,121,1,0,0,1
Clare,1,0,0,0,0,121,1,0,0,1
Raki,1,0,0,0,0,121,1,0,0,1
Clare,1,0,0,0,0,121,1,0,0,1
Yoma,1,1,0,0,0,121,1,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
demonic predators,0,1,0,0,0,121,2,0,2,0
Ginko,1,1,0,0,0,121,1,0,0,1
Mushi,1,0,0,0,0,121,1,0,0,1
Ginko,1,1,0,0,0,121,1,0,0,1
Mushi,1,0,0,0,0,121,1,0,0,0
Mushi,1,0,0,0,0,121,1,0,0,0
Mushi,1,0,0,0,0,121,1,0,0,0
Mushi,1,0,0,0,0,121,1,0,0,0
Mushi,1,0,0,0,0,121,1,0,0,0
Mushi,1,0,0,0,0,121,1,0,0,0
Mushi,1,0,0,0,0,121,1,0,0,0
Mushi,1,0,0,0,0,121,1,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
-shi ponders,0,1,0,0,0,121,2,0,2,0
Edward,1,0,0,0,0,110,1,0,0,1
Alphonse Elric,1,0,0,0,0,121,2,0,0,1
Edward,1,0,0,0,0,110,1,0,0,1
Alphonse,1,0,0,0,0,121,1,0,0,1
Edward,1,0,0,0,0,110,1,0,0,1
Alphonse,1,0,0,0,0,121,1,0,0,1
Edward,1,0,0,0,0,110,1,0,0,1
Colonel Roy Mustang,1,1,0,0,0,121,3,0,0,1
Lieutenant Riza Hawkeye,1,1,0,0,0,121,3,0,0,1
Lieutenant Colonel Maes Hughes,1,0,0,0,0,121,4,0,0,1
Edward,1,0,0,0,0,110,1,0,0,1
Alphonse,1,0,0,0,0,121,1,0,0,1
Alchemy,1,1,0,0,0,110,1,0,0,0
Equivalent Exchange,1,1,0,0,0,121,2,0,0,0
Stone,1,1,0,0,0,110,1,0,0,0
Equivalent Exchange,1,1,0,0,0,121,2,0,0,0
Stone,1,1,0,0,0,110,1,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
affix 's,0,1,1,0,0,121,2,0,2,0
Makoto Konno,1,1,0,0,0,121,2,0,0,1
Makoto,1,0,0,0,0,121,1,0,0,1
Toki,1,1,1,0,0,121,1,0,0,1
Kakeru Shoujo,1,0,0,0,0,121,2,0,0,1
Makoto,1,0,0,0,0,121,1,0,0,1
MAL,0,1,0,0,0,121,1,1,0,0
hard way,0,1,0,0,0,121,2,0,2,0
Kazuma Satou,1,0,0,0,0,121,2,0,0,1
Aqua,1,0,0,0,0,110,1,0,0,1
Kazuma,1,0,0,0,0,121,1,0,0,1
Demon King,1,0,0,1,0,121,2,0,0,1
Aqua,1,0,0,0,0,110,1,0,0,1
Kazuma,1,0,0,0,0,121,1,0,0,1
Aqua,1,0,0,0,0,110,1,0,0,1
MAL,0,1,0,0,0,121,1,1,0,0
kind to,0,1,0,0,0,121,2,0,2,0
Shogakukan,1,1,0,0,1,121,1,0,0,1
InuYasha,0,1,1,0,0,121,1,0,0,1
Kagome Higurashi,1,1,0,0,0,121,2,0,0,1
Kagome,1,0,0,0,0,121,1,0,0,1
Kagome,1,0,0,0,0,121,1,0,0,1
Inuyasha,1,0,1,0,0,121,1,0,0,1
Kagome,1,0,0,0,0,121,1,0,0,1
Inuyasha,1,0,1,0,0,121,1,0,0,1
Shippo,1,1,0,0,0,121,1,0,0,1
Miroku,1,1,0,0,0,121,1,0,0,1
Sango,1,1,0,0,0,110,1,0,0,1
Japan,1,0,0,0,0,110,1,0,0,0
Shikon Jewel,1,1,0,0,1,121,2,0,0,0
Japan,1,0,0,0,0,110,1,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
in the,0,1,0,0,0,121,2,0,2,0
Japan,1,1,0,0,0,110,1,0,0,1
Tatsuo Kusakabe,1,1,0,0,0,121,2,0,0,1
Satsuki,1,1,0,0,0,121,1,0,0,1
Mei,1,0,0,0,0,110,1,0,0,1
Mei,1,0,0,0,0,110,1,0,0,1
Totoro,1,1,1,0,0,121,1,0,0,1
Satsuki,1,1,0,0,0,121,1,0,0,1
Totoro,1,1,1,0,0,121,1,0,0,1
MAL,0,1,0,0,0,121,1,1,0,0
finds —a,0,1,0,0,0,121,2,0,2,0
Lucy Heartfilia,1,1,1,0,0,121,2,0,0,1
Gold Keys,1,1,0,0,0,121,2,0,0,1
Natsu Dragneel,1,1,0,0,0,121,2,0,0,1
Fairy Tail,1,1,0,0,0,121,2,0,0,1
Earth-land has,0,1,0,0,0,121,2,0,1,0
Momonga,1,1,0,0,0,121,1,0,0,1
Ainz Ooal Gown,1,1,0,0,0,121,3,0,0,1
Momonga,1,1,0,0,0,121,1,0,0,1
Momonga,1,1,0,0,0,121,1,0,0,1
Yggdrasil,1,0,0,0,0,110,1,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
game has,0,1,0,0,0,121,2,0,2,0
Youji Itami,1,1,0,0,0,121,2,0,0,1
Youji,1,1,0,0,0,121,1,0,0,1
Youji,1,1,0,0,0,121,1,0,0,1
Japan Self-Defense Forces,1,1,0,0,0,121,3,0,0,0
JSDF,0,0,0,0,1,121,1,1,0,0
Ginza,1,1,0,0,0,121,1,0,0,0
Tokyo,1,1,1,0,0,110,1,0,0,0
JSDF,0,0,0,0,1,121,1,1,0,0
JSDF,0,0,0,0,1,121,1,1,0,0
MAL,0,1,0,0,0,121,1,1,0,0
being referred,0,1,0,0,0,121,2,0,2,0
Al-Thamen,1,1,0,0,0,121,1,0,0,1
Aladdin,1,0,0,0,0,110,1,0,0,1
Hakuryuu,1,1,0,0,0,121,1,0,0,1
Kougyoku,1,0,0,0,0,121,1,0,0,1
Aladdin,1,0,0,0,0,110,1,0,0,1
Aladdin,1,0,0,0,0,110,1,0,0,1
Alibaba,1,1,0,0,0,121,1,0,0,1
Morgiana,1,0,0,0,0,121,1,0,0,1
Sindria,1,1,0,0,0,121,1,0,0,0
Kou Empire,1,1,0,0,1,121,2,0,0,0
Magnostadt,1,1,0,0,0,121,1,0,0,0
Kingdom,1,0,0,1,1,110,1,0,0,0
Magic,1,0,0,0,0,110,1,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
pursuit of,0,1,0,0,0,121,2,0,2,0
Renton< Thurston,1,1,0,0,0,121,2,0,0,1
Gekkostate,1,0,0,0,1,121,1,0,0,1
Renton,1,0,0,0,0,121,1,0,0,1
Renton,1,0,0,0,0,121,1,0,0,1
Eureka,1,0,0,0,0,110,1,0,0,1
Gekkostate,1,0,0,0,1,121,1,0,0,1
Renton,1,0,0,0,0,121,1,0,0,1
Gekkostate,1,0,0,0,1,121,1,0,0,1
Eureka,1,0,0,0,0,110,1,0,0,1
Bellforest,1,0,0,0,0,121,1,0,0,0
Trapar,1,0,0,0,1,121,1,0,0,0
Trapar,1,0,0,0,1,121,1,0,0,0
Nirvash,1,1,0,0,1,121,1,0,0,0
Nirvash,1,1,0,0,1,121,1,0,0,0
Nirvash,1,1,0,0,1,121,1,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
he takes,0,1,0,0,0,121,2,0,2,0
Tristain,1,1,0,0,0,121,1,0,0,1
Louise,1,1,0,0,0,121,1,0,0,1
Saito,1,0,0,0,0,121,1,0,0,1
Queen Henrietta,1,0,1,1,0,121,2,0,0,1
Crown,1,1,0,0,1,110,1,0,0,1
Louise,1,1,0,0,0,121,1,0,0,1
Saito,1,0,0,0,0,121,1,0,0,1
Louise,1,1,0,0,0,121,1,0,0,1
Zero,1,1,0,0,1,110,1,0,0,1
Kingdom,1,1,0,1,1,110,1,0,0,0
Albion,1,1,0,0,0,110,1,0,0,0
Kingdom,1,1,0,1,1,110,1,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
newfound aptitude,0,1,0,0,0,121,2,0,2,0
Sora,1,0,0,0,0,121,1,0,0,1
Shiro,1,0,0,0,0,121,1,0,0,1
Tet,1,1,0,0,0,110,1,0,0,1
Sora,1,0,0,0,0,121,1,0,0,1
Shiro,1,0,0,0,0,121,1,0,0,1
Sora,1,0,0,0,0,121,1,0,0,1
Shiro,1,0,0,0,0,121,1,0,0,1
Disboard,1,1,0,0,0,121,1,0,0,1
Tet,1,1,0,0,0,110,1,0,0,1
No Life,1,0,0,0,0,121,2,0,0,0
They view,0,1,1,0,0,121,2,0,1,0
God,1,0,0,0,1,110,1,0,0,0
Disboard,1,1,0,0,0,121,1,0,0,0
This system,0,1,0,0,0,121,2,0,1,0
In this strange,0,1,1,0,0,121,3,0,2,0
MAL,0,1,0,0,0,121,1,1,0,0
is reduced,0,1,0,0,0,121,2,0,2,0
Himuro Genma,1,0,0,0,0,121,2,0,0,1
Dark's,0,0,1,0,1,121,1,0,0,1
Kibagami Jubei,1,1,0,0,0,121,2,0,0,1
Shigure,1,1,0,0,0,121,1,0,0,1
Jubei,1,0,0,0,0,121,1,0,0,1
Dragon Jewel,1,1,0,0,1,121,2,0,0,1
Shigure,1,1,0,0,0,121,1,0,0,1
Dakuan,1,0,0,0,0,121,1,0,0,1
Tsubute,1,1,0,0,0,121,1,0,0,1
Shigure,1,1,0,0,0,121,1,0,0,1
Dakuan,1,0,0,0,0,121,1,0,0,1
Jubei,1,0,0,0,0,121,1,0,0,1
Fourteen,1,1,0,0,0,110,1,0,0,0
During,1,1,0,0,0,121,1,0,0,0
Meanwhile,1,1,0,0,0,110,1,0,0,0
Yagyu,1,1,0,0,0,121,1,0,0,0
demon clans,0,0,0,0,0,121,2,0,2,0
Priestess of Light,0,1,0,0,1,121,3,0,1,0
the Shogun,0,1,0,0,0,121,2,0,1,0
Alfred Izuruha,1,1,0,0,0,121,2,0,0,1
Christina,1,1,0,0,0,121,1,0,0,1
Alfred,1,0,0,0,0,110,1,0,0,1
Alfred,1,0,0,0,0,110,1,0,0,1
Bernie,1,0,0,0,0,121,1,0,0,1
Side,1,0,0,0,0,110,1,0,0,0
Earth Federation,1,0,0,0,1,121,2,0,0,0
Principality of Zeon,0,1,0,0,1,121,3,0,1,0
Unbeknownst,1,1,0,0,0,115,1,0,0,0
Earth Federation,1,0,0,0,1,121,2,0,0,0
Zeon Special Forces,1,0,0,0,0,121,3,0,0,0
When,1,1,1,0,0,121,1,0,0,0
Federation,1,0,0,0,1,110,1,0,0,0
Zeon forces,0,1,0,0,0,121,2,0,1,0
Zaku mobile,0,0,0,0,0,121,2,0,1,0
Zeon,1,0,0,0,0,121,1,0,0,0
Bernard "Bernie",1,1,0,0,0,121,2,0,0,0
Wiseman,1,1,0,0,0,121,1,0,0,0
After,1,1,1,0,0,115,1,0,0,0
Written,1,1,0,0,0,118,1,0,0,0
MAL,0,1,0,0,0,121,1,1,0,0
Rewrite,1,1,0,0,0,110,1,0,0,0
is assembled,0,1,0,0,0,121,2,0,2,0
Leopard,1,1,0,0,0,110,1,0,0,1
Dorothy,1,1,0,0,0,121,1,0,0,1
Voltkatze,1,1,0,0,0,121,1,0,0,1
Elephantus,1,0,0,0,0,121,1,0,0,1
Doronbow Gang,1,1,0,0,0,121,2,0,0,1
Doronjo,1,1,0,0,0,121,1,0,0,1
Boyacky,1,1,0,0,0,121,1,0,0,1
Tonzura,1,0,1,0,0,121,1,0,0,1
Dorothy,1,1,0,0,0,121,1,0,0,1
Voltkatze,1,1,0,0,0,121,1,0,0,1
Elephantus,1,0,0,0,0,121,1,0,0,1
Leopard,1,1,0,0,0,110,1,0,0,1
Several,1,1,0,0,0,115,1,0,0,0
Yatterman,1,1,0,0,0,121,1,0,0,0
Yatter Kingdom,1,1,0,1,0,121,2,0,0,0
She,1,1,1,0,0,121,1,0,0,0
It,1,1,0,0,0,110,1,0,0,0
Yatterman's Kingdom,0,1,1,1,0,121,2,0,0,0
At first,0,1,0,0,0,121,2,0,1,0
but new,0,1,0,0,0,121,2,0,2,0
Tyson,1,1,0,0,0,110,1,0,0,1
Max,1,1,0,0,0,110,1,0,0,1
Ray,1,1,0,0,0,110,1,0,0,1
Kai,1,1,0,0,0,121,1,0,0,1
Daichi,1,1,0,0,0,121,1,0,0,1
Boris,1,1,0,0,0,121,1,0,0,1
After,1,1,1,0,0,115,1,0,0,0
BitBeasts,0,0,0,0,0,121,1,0,0,0
Their,1,1,1,0,0,121,1,0,0,0
Bladebreaker,1,0,0,0,0,121,1,0,0,0
Beyblader,1,1,0,0,0,121,1,0,0,0
But,1,1,0,0,0,114,1,0,0,0
BBA,0,0,0,0,1,121,1,1,0,0
BEGA,0,1,0,0,0,121,1,1,0,0
Beyblade,1,1,0,0,1,121,1,0,0,0
Entertainment,1,1,0,0,0,110,1,0,0,0
Global,1,1,0,0,0,115,1,0,0,0
Association,1,1,0,0,0,110,1,0,0,0
To,1,1,1,0,0,121,1,0,0,0
Beybladers,1,0,0,0,0,121,1,0,0,0
BEGA's,0,1,1,0,0,121,1,0,0,0
Bladebreakers,1,0,0,0,1,121,1,0,0,0
Source,1,1,0,0,0,110,1,0,0,0
ANN,0,1,0,0,0,121,1,1,0,0
out of,0,1,0,0,0,121,2,0,2,0
Pikachu,1,1,0,0,0,121,1,0,0,1
Pichu,1,0,0,0,1,121,1,0,0,0
Ash's Pokemon,0,1,1,0,0,121,2,0,0,0
the city,0,1,0,0,0,121,2,0,2,0
Genki,1,1,0,0,0,121,1,0,0,1
Rancher,1,1,0,0,0,110,1,0,0,1
Holly,1,0,0,0,0,110,1,0,0,1
Mochi,1,1,0,0,0,121,1,0,0,1
Suezo,1,1,0,0,0,121,1,0,0,1
Golem,1,1,0,0,0,110,1,0,0,1
Tiger,1,1,0,0,0,110,1,0,0,1
Hare,1,1,0,0,0,110,1,0,0,1
Phoenix,1,1,0,0,1,110,1,0,0,1
Moo,1,1,0,0,0,110,1,0,0,1
One,1,1,0,0,0,110,1,0,0,0
Monster,1,1,0,0,0,110,1,0,0,0
Together,1,1,1,0,0,115,1,0,0,0
they,0,1,0,0,0,121,1,0,1,0
evil,0,1,0,0,1,110,1,0,1,0
and meets,0,1,0,0,0,121,2,0,2,0
This,1,1,0,0,0,121,1,0,0,0
Naruto,1,1,0,0,0,121,1,0,0,0
This,1,1,0,0,0,121,1,0,0,0
Team,1,1,0,0,0,110,1,0,0,0
Kakashi,1,1,0,0,0,121,1,0,0,0
Naruto,1,1,0,0,0,121,1,0,0,0
It,1,1,0,0,0,110,1,0,0,0
TV,0,1,0,0,1,110,1,1,0,0
youth era,0,1,0,0,0,121,2,0,2,0
A,1,1,0,0,0,110,1,1,0,0
